Net generation from other for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.OTH.H
19:23:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.OTH.H megawatthours
01/26/2019 00H,28
01/25/2019 23H,26
01/25/2019 22H,19
01/25/2019 21H,17
01/25/2019 20H,20
01/25/2019 19H,22
01/25/2019 18H,11
01/25/2019 17H,11
01/25/2019 16H,12
01/25/2019 15H,8
01/25/2019 14H,11
01/25/2019 13H,11
01/25/2019 12H,12
01/25/2019 11H,11
01/25/2019 10H,14
01/25/2019 09H,11
01/25/2019 08H,11
01/25/2019 07H,9
01/25/2019 06H,8
01/25/2019 05H,11
01/25/2019 04H,9
01/25/2019 03H,2
01/25/2019 02H,0
01/25/2019 01H,0
01/25/2019 00H,3
01/24/2019 23H,3
01/24/2019 22H,3
01/24/2019 21H,5
01/24/2019 20H,3
01/24/2019 19H,3
01/24/2019 18H,6
01/24/2019 17H,5
01/24/2019 16H,6
01/24/2019 15H,5
01/24/2019 14H,9
01/24/2019 13H,8
01/24/2019 12H,9
01/24/2019 11H,5
01/24/2019 10H,9
01/24/2019 09H,8
01/24/2019 08H,6
01/24/2019 07H,8
01/24/2019 06H,8
01/24/2019 05H,9
01/24/2019 04H,5
01/24/2019 03H,12
01/24/2019 02H,8
01/24/2019 01H,11
01/24/2019 00H,9
01/23/2019 23H,8
01/23/2019 22H,11
01/23/2019 21H,11
01/23/2019 20H,9
01/23/2019 19H,11
01/23/2019 18H,8
01/23/2019 17H,9
01/23/2019 16H,8
01/23/2019 15H,9
01/23/2019 14H,11
01/23/2019 13H,11
01/23/2019 12H,14
01/23/2019 11H,14
01/23/2019 10H,11
01/23/2019 09H,14
01/23/2019 08H,14
01/23/2019 07H,14
01/23/2019 06H,14
01/23/2019 05H,11
01/23/2019 04H,14
01/23/2019 03H,14
01/23/2019 02H,14
01/23/2019 01H,12
01/23/2019 00H,14
01/22/2019 23H,11
01/22/2019 22H,14
01/22/2019 21H,11
01/22/2019 20H,11
01/22/2019 19H,9
01/22/2019 18H,11
01/22/2019 17H,8
01/22/2019 16H,11
01/22/2019 15H,9
01/22/2019 14H,17
01/22/2019 13H,8
01/22/2019 12H,6
01/22/2019 11H,5
01/22/2019 10H,0
01/22/2019 09H,9
01/22/2019 08H,8
01/22/2019 07H,11
01/22/2019 06H,11
01/22/2019 05H,14
01/22/2019 04H,14
01/22/2019 03H,17
01/22/2019 02H,11
01/22/2019 01H,14
01/22/2019 00H,12
01/21/2019 23H,14
01/21/2019 22H,11
01/21/2019 21H,8
01/21/2019 20H,11
01/21/2019 19H,9
01/21/2019 18H,11
01/21/2019 17H,11
01/21/2019 16H,11
01/21/2019 15H,12
01/21/2019 14H,14
01/21/2019 13H,14
01/21/2019 12H,16
01/21/2019 11H,17
01/21/2019 10H,17
01/21/2019 09H,14
01/21/2019 08H,20
01/21/2019 07H,16
01/21/2019 06H,17
01/21/2019 05H,14
01/21/2019 04H,20
01/21/2019 03H,17
01/21/2019 02H,16
01/21/2019 01H,17
01/21/2019 00H,23
01/20/2019 23H,22
01/20/2019 22H,17
01/20/2019 21H,14
01/20/2019 20H,14
01/20/2019 19H,17
01/20/2019 18H,16
01/20/2019 17H,14
01/20/2019 16H,17
01/20/2019 15H,20
01/20/2019 14H,17
01/20/2019 13H,16
01/20/2019 12H,17
01/20/2019 11H,17
01/20/2019 10H,17
01/20/2019 09H,17
01/20/2019 08H,19
01/20/2019 07H,17
01/20/2019 06H,20
01/20/2019 05H,16
01/20/2019 04H,20
01/20/2019 03H,17
01/20/2019 02H,14
01/20/2019 01H,14
01/20/2019 00H,14
01/19/2019 23H,19
01/19/2019 22H,17
01/19/2019 21H,20
01/19/2019 20H,8
01/19/2019 19H,3
01/19/2019 18H,3
01/19/2019 17H,3
01/19/2019 16H,2
01/19/2019 15H,3
01/19/2019 14H,3
01/19/2019 13H,3
01/19/2019 12H,0
01/19/2019 11H,5
01/19/2019 10H,9
01/19/2019 09H,8
01/19/2019 08H,9
01/19/2019 07H,11
01/19/2019 06H,19
01/19/2019 05H,20
01/19/2019 04H,17
01/19/2019 03H,19
01/19/2019 02H,17
01/19/2019 01H,17
01/19/2019 00H,14
01/18/2019 23H,22
01/18/2019 22H,23
01/18/2019 21H,22
01/18/2019 20H,23
01/18/2019 19H,22
01/18/2019 18H,17
01/18/2019 17H,8
01/18/2019 16H,20
01/18/2019 15H,19
01/18/2019 14H,17
01/18/2019 13H,20
01/18/2019 12H,22
01/18/2019 11H,20
01/18/2019 10H,19
01/18/2019 09H,20
01/18/2019 08H,22
01/18/2019 07H,23
01/18/2019 06H,17
01/18/2019 05H,19
01/18/2019 04H,17
01/18/2019 03H,20
01/18/2019 02H,19
01/18/2019 01H,20
01/18/2019 00H,17
01/17/2019 23H,16
01/17/2019 22H,20
01/17/2019 21H,20
01/17/2019 20H,22
01/17/2019 19H,20
01/17/2019 18H,19
01/17/2019 17H,20
01/17/2019 16H,17
01/17/2019 15H,22
01/17/2019 14H,20
01/17/2019 13H,19
01/17/2019 12H,20
01/17/2019 11H,14
01/17/2019 10H,0
01/17/2019 09H,17
01/17/2019 08H,14
01/17/2019 07H,19
01/17/2019 06H,14
01/17/2019 05H,14
01/17/2019 04H,20
01/17/2019 03H,14
01/17/2019 02H,17
01/17/2019 01H,16
01/17/2019 00H,17
01/16/2019 23H,14
01/16/2019 22H,17
01/16/2019 21H,17
01/16/2019 20H,19
01/16/2019 19H,14
01/16/2019 18H,14
01/16/2019 17H,17
01/16/2019 16H,14
01/16/2019 15H,17
01/16/2019 14H,14
01/16/2019 13H,17
01/16/2019 12H,17
01/16/2019 11H,14
01/16/2019 10H,16
01/16/2019 09H,14
01/16/2019 08H,14
01/16/2019 07H,14
01/16/2019 06H,14
01/16/2019 05H,12
01/16/2019 04H,14
01/16/2019 03H,16
01/16/2019 02H,20
01/16/2019 01H,17
01/16/2019 00H,22
01/15/2019 23H,20
01/15/2019 22H,22
01/15/2019 21H,20
01/15/2019 20H,19
01/15/2019 19H,23
01/15/2019 18H,19
01/15/2019 17H,23
01/15/2019 16H,19
01/15/2019 15H,23
01/15/2019 14H,14
01/15/2019 13H,14
01/15/2019 12H,17
01/15/2019 11H,16
01/15/2019 10H,17
01/15/2019 09H,17
01/15/2019 08H,17
01/15/2019 07H,17
01/15/2019 06H,16
01/15/2019 05H,14
01/15/2019 04H,17
01/15/2019 03H,14
01/15/2019 02H,14
01/15/2019 01H,14
01/15/2019 00H,17
01/14/2019 23H,14
01/14/2019 22H,14
01/14/2019 21H,14
01/14/2019 20H,17
01/14/2019 19H,14
01/14/2019 18H,11
01/14/2019 17H,17
01/14/2019 16H,14
01/14/2019 15H,14
01/14/2019 14H,14
01/14/2019 13H,17
01/14/2019 12H,16
01/14/2019 11H,14
01/14/2019 10H,14
01/14/2019 09H,14
01/14/2019 08H,17
01/14/2019 07H,17
01/14/2019 06H,14
01/14/2019 05H,17
01/14/2019 04H,17
01/14/2019 03H,16
01/14/2019 02H,14
01/14/2019 01H,17
01/14/2019 00H,14
01/13/2019 23H,17
01/13/2019 22H,17
01/13/2019 21H,14
01/13/2019 20H,17
01/13/2019 19H,14
01/13/2019 18H,19
01/13/2019 17H,17
01/13/2019 16H,17
01/13/2019 15H,14
01/13/2019 14H,17
01/13/2019 13H,16
01/13/2019 12H,17
01/13/2019 11H,14
01/13/2019 10H,17
01/13/2019 09H,17
01/13/2019 08H,14
01/13/2019 07H,17
01/13/2019 06H,16
01/13/2019 05H,17
01/13/2019 04H,17
01/13/2019 03H,17
01/13/2019 02H,14
01/13/2019 01H,17
01/13/2019 00H,16
01/12/2019 23H,12
01/12/2019 22H,11
01/12/2019 21H,17
01/12/2019 20H,16
01/12/2019 19H,14
01/12/2019 18H,17
01/12/2019 17H,20
01/12/2019 16H,17
01/12/2019 15H,16
01/12/2019 14H,17
01/12/2019 13H,17
01/12/2019 12H,17
01/12/2019 11H,19
01/12/2019 10H,17
01/12/2019 09H,14
01/12/2019 08H,17
01/12/2019 07H,17
01/12/2019 06H,17
01/12/2019 05H,16
01/12/2019 04H,17
01/12/2019 03H,17
01/12/2019 02H,17
01/12/2019 01H,19
01/12/2019 00H,17
01/11/2019 23H,14
01/11/2019 22H,17
01/11/2019 21H,17
01/11/2019 20H,17
01/11/2019 19H,14
01/11/2019 18H,19
01/11/2019 17H,14
01/11/2019 16H,14
01/11/2019 15H,14
01/11/2019 14H,17
01/11/2019 13H,20
01/11/2019 12H,14
01/11/2019 11H,22
01/11/2019 10H,23
01/11/2019 09H,22
01/11/2019 08H,25
01/11/2019 07H,23
01/11/2019 06H,22
01/11/2019 05H,20
01/11/2019 04H,22
01/11/2019 03H,22
01/11/2019 02H,23
01/11/2019 01H,19
01/11/2019 00H,23
01/10/2019 23H,22
01/10/2019 22H,25
01/10/2019 21H,23
01/10/2019 20H,17
01/10/2019 19H,25
01/10/2019 18H,22
01/10/2019 17H,20
01/10/2019 16H,19
01/10/2019 15H,28
01/10/2019 14H,20
01/10/2019 13H,28
01/10/2019 12H,25
01/10/2019 11H,23
01/10/2019 10H,22
01/10/2019 09H,25
01/10/2019 08H,25
01/10/2019 07H,25
01/10/2019 06H,23
01/10/2019 05H,19
01/10/2019 04H,26
01/10/2019 03H,22
01/10/2019 02H,22
01/10/2019 01H,23
01/10/2019 00H,19
01/9/2019 23H,26
01/9/2019 22H,16
01/9/2019 21H,14
01/9/2019 20H,23
01/9/2019 19H,19
01/9/2019 18H,23
01/9/2019 17H,19
01/9/2019 16H,23
01/9/2019 15H,22
01/9/2019 14H,25
01/9/2019 13H,20
01/9/2019 12H,22
01/9/2019 11H,20
01/9/2019 10H,22
01/9/2019 09H,20
01/9/2019 08H,20
01/9/2019 07H,16
01/9/2019 06H,26
01/9/2019 05H,16
01/9/2019 04H,23
01/9/2019 03H,19
01/9/2019 02H,20
01/9/2019 01H,22
01/9/2019 00H,20
01/8/2019 23H,22
01/8/2019 22H,20
01/8/2019 21H,20
01/8/2019 20H,19
01/8/2019 19H,20
01/8/2019 18H,19
01/8/2019 17H,23
01/8/2019 16H,19
01/8/2019 15H,17
01/8/2019 14H,20
01/8/2019 13H,19
01/8/2019 12H,23
01/8/2019 11H,22
01/8/2019 10H,23
01/8/2019 09H,22
01/8/2019 08H,17
01/8/2019 07H,22
01/8/2019 06H,23
01/8/2019 05H,19
01/8/2019 04H,20
01/8/2019 03H,22
01/8/2019 02H,20
01/8/2019 01H,22
01/8/2019 00H,20
01/7/2019 23H,19
01/7/2019 22H,23
01/7/2019 21H,22
01/7/2019 20H,23
01/7/2019 19H,17
01/7/2019 18H,22
01/7/2019 17H,17
01/7/2019 16H,19
01/7/2019 15H,20
01/7/2019 14H,17
01/7/2019 13H,19
01/7/2019 12H,20
01/7/2019 11H,19
01/7/2019 10H,20
01/7/2019 09H,20
01/7/2019 08H,19
01/7/2019 07H,20
01/7/2019 06H,17
01/7/2019 05H,19
01/7/2019 04H,17
01/7/2019 03H,20
01/7/2019 02H,16
01/7/2019 01H,17
01/7/2019 00H,17
01/6/2019 23H,17
01/6/2019 22H,14
01/6/2019 21H,17
01/6/2019 20H,16
01/6/2019 19H,14
01/6/2019 18H,17
01/6/2019 17H,11
01/6/2019 16H,17
01/6/2019 15H,17
01/6/2019 14H,17
01/6/2019 13H,17
01/6/2019 12H,14
01/6/2019 11H,16
01/6/2019 10H,14
01/6/2019 09H,17
01/6/2019 08H,17
01/6/2019 07H,17
01/6/2019 06H,17
01/6/2019 05H,19
01/6/2019 04H,20
01/6/2019 03H,17
01/6/2019 02H,22
01/6/2019 01H,17
01/6/2019 00H,17
01/5/2019 23H,14
01/5/2019 22H,19
01/5/2019 21H,14
01/5/2019 20H,17
01/5/2019 19H,14
01/5/2019 18H,17
01/5/2019 17H,17
01/5/2019 16H,14
01/5/2019 15H,14
01/5/2019 14H,14
01/5/2019 13H,14
01/5/2019 12H,14
01/5/2019 11H,14
01/5/2019 10H,14
01/5/2019 09H,14
01/5/2019 08H,14
01/5/2019 07H,16
01/5/2019 06H,23
01/5/2019 05H,22
01/5/2019 04H,23
01/5/2019 03H,19
01/5/2019 02H,23
01/5/2019 01H,22
01/5/2019 00H,20
01/4/2019 23H,19
01/4/2019 22H,20
01/4/2019 21H,19
01/4/2019 20H,20
01/4/2019 19H,22
01/4/2019 18H,20
01/4/2019 17H,25
01/4/2019 16H,20
01/4/2019 15H,19
01/4/2019 14H,26
01/4/2019 13H,22
01/4/2019 12H,20
01/4/2019 11H,22
01/4/2019 10H,22
01/4/2019 09H,23
01/4/2019 08H,22
01/4/2019 07H,20
01/4/2019 06H,22
01/4/2019 05H,20
01/4/2019 04H,19
01/4/2019 03H,26
01/4/2019 02H,19
01/4/2019 01H,23
01/4/2019 00H,19
01/3/2019 23H,23
01/3/2019 22H,22
01/3/2019 21H,20
01/3/2019 20H,22
01/3/2019 19H,22
01/3/2019 18H,20
01/3/2019 17H,20
01/3/2019 16H,19
01/3/2019 15H,23
01/3/2019 14H,25
01/3/2019 13H,22
01/3/2019 12H,23
01/3/2019 11H,19
01/3/2019 10H,23
01/3/2019 09H,19
01/3/2019 08H,25
01/3/2019 07H,23
01/3/2019 06H,22
01/3/2019 05H,25
01/3/2019 04H,23
01/3/2019 03H,25
01/3/2019 02H,22
01/3/2019 01H,26
01/3/2019 00H,25
01/2/2019 23H,25
01/2/2019 22H,25
01/2/2019 21H,25
01/2/2019 20H,26
01/2/2019 19H,25
01/2/2019 18H,25
01/2/2019 17H,25
01/2/2019 16H,25
01/2/2019 15H,23
01/2/2019 14H,17
01/2/2019 13H,16
01/2/2019 12H,17
01/2/2019 11H,17
01/2/2019 10H,17
01/2/2019 09H,19
01/2/2019 08H,14
01/2/2019 07H,14
01/2/2019 06H,17
01/2/2019 05H,17
01/2/2019 04H,20
01/2/2019 03H,11
01/2/2019 02H,11
01/2/2019 01H,11
01/2/2019 00H,11
01/1/2019 23H,14
01/1/2019 22H,12
01/1/2019 21H,14
01/1/2019 20H,11
01/1/2019 19H,14
01/1/2019 18H,11
01/1/2019 17H,11
01/1/2019 16H,14
01/1/2019 15H,14
01/1/2019 14H,11
01/1/2019 13H,12
01/1/2019 12H,14
01/1/2019 11H,14
01/1/2019 10H,11
01/1/2019 09H,14
01/1/2019 08H,14
01/1/2019 07H,14
01/1/2019 06H,11
01/1/2019 05H,14
01/1/2019 04H,14
01/1/2019 03H,14
01/1/2019 02H,11
01/1/2019 01H,14
01/1/2019 00H,11
12/31/2018 23H,12
12/31/2018 22H,14
12/31/2018 21H,11
12/31/2018 20H,14
12/31/2018 19H,14
12/31/2018 18H,14
12/31/2018 17H,14
12/31/2018 16H,19
12/31/2018 15H,17
12/31/2018 14H,14
12/31/2018 13H,17
12/31/2018 12H,17
12/31/2018 11H,17
12/31/2018 10H,16
12/31/2018 09H,17
12/31/2018 08H,17
12/31/2018 07H,14
12/31/2018 06H,17
12/31/2018 05H,19
12/31/2018 04H,17
12/31/2018 03H,17
12/31/2018 02H,17
12/31/2018 01H,17
12/31/2018 00H,16
12/30/2018 23H,20
12/30/2018 22H,17
12/30/2018 21H,19
12/30/2018 20H,17
12/30/2018 19H,20
12/30/2018 18H,17
12/30/2018 17H,16
12/30/2018 16H,20
12/30/2018 15H,20
12/30/2018 14H,19
12/30/2018 13H,17
12/30/2018 12H,20
12/30/2018 11H,22
12/30/2018 10H,22
12/30/2018 09H,17
12/30/2018 08H,20
12/30/2018 07H,17
12/30/2018 06H,19
12/30/2018 05H,16
12/30/2018 04H,14
12/30/2018 03H,9
12/30/2018 02H,20
12/30/2018 01H,20
12/30/2018 00H,14
12/29/2018 23H,19
12/29/2018 22H,20
12/29/2018 21H,17
12/29/2018 20H,16
12/29/2018 19H,14
12/29/2018 18H,20
12/29/2018 17H,14
12/29/2018 16H,20
12/29/2018 15H,16
12/29/2018 14H,17
12/29/2018 13H,20
12/29/2018 12H,19
12/29/2018 11H,17
12/29/2018 10H,17
12/29/2018 09H,17
12/29/2018 08H,17
12/29/2018 07H,16
12/29/2018 06H,23
12/29/2018 05H,25
12/29/2018 04H,20
12/29/2018 03H,22
12/29/2018 02H,20
12/29/2018 01H,19
12/29/2018 00H,20
12/28/2018 23H,19
12/28/2018 22H,20
12/28/2018 21H,14
12/28/2018 20H,20
12/28/2018 19H,16
12/28/2018 18H,17
12/28/2018 17H,17
12/28/2018 16H,14
12/28/2018 15H,17
12/28/2018 14H,11
12/28/2018 13H,3
12/28/2018 12H,5
12/28/2018 11H,6
12/28/2018 10H,6
12/28/2018 09H,5
12/28/2018 08H,3
12/28/2018 07H,6
12/28/2018 06H,2
12/28/2018 05H,6
12/28/2018 04H,6
12/28/2018 03H,11
12/28/2018 02H,11
12/28/2018 01H,0
12/28/2018 00H,0
12/27/2018 23H,0
12/27/2018 22H,0
12/27/2018 21H,0
12/27/2018 20H,0
12/27/2018 19H,3
12/27/2018 18H,3
12/27/2018 17H,2
12/27/2018 16H,3
12/27/2018 15H,6
12/27/2018 14H,8
12/27/2018 13H,17
12/27/2018 12H,20
12/27/2018 11H,19
12/27/2018 10H,17
12/27/2018 09H,22
12/27/2018 08H,17
12/27/2018 07H,17
12/27/2018 06H,23
12/27/2018 05H,16
12/27/2018 04H,23
12/27/2018 03H,17
12/27/2018 02H,19
12/27/2018 01H,17
12/27/2018 00H,22
12/26/2018 23H,20
12/26/2018 22H,20
12/26/2018 21H,19
12/26/2018 20H,20
12/26/2018 19H,17
12/26/2018 18H,16
12/26/2018 17H,20
12/26/2018 16H,17
12/26/2018 15H,22
12/26/2018 14H,17
12/26/2018 13H,20
12/26/2018 12H,16
12/26/2018 11H,20
12/26/2018 10H,20
12/26/2018 09H,16
12/26/2018 08H,20
12/26/2018 07H,17
12/26/2018 06H,19
12/26/2018 05H,20
12/26/2018 04H,20
12/26/2018 03H,19
12/26/2018 02H,23
12/26/2018 01H,16
12/26/2018 00H,23
12/25/2018 23H,19
12/25/2018 22H,20
12/25/2018 21H,20
12/25/2018 20H,19
12/25/2018 19H,20
12/25/2018 18H,19
12/25/2018 17H,17
12/25/2018 16H,20
12/25/2018 15H,19
12/25/2018 14H,20
12/25/2018 13H,22
12/25/2018 12H,20
12/25/2018 11H,17
12/25/2018 10H,22
12/25/2018 09H,22
12/25/2018 08H,17
12/25/2018 07H,20
12/25/2018 06H,22
12/25/2018 05H,20
12/25/2018 04H,17
12/25/2018 03H,19
12/25/2018 02H,20
12/25/2018 01H,22
12/25/2018 00H,17
12/24/2018 23H,22
12/24/2018 22H,20
12/24/2018 21H,20
12/24/2018 20H,19
12/24/2018 19H,20
12/24/2018 18H,19
12/24/2018 17H,20
12/24/2018 16H,17
12/24/2018 15H,19
12/24/2018 14H,23
12/24/2018 13H,22
12/24/2018 12H,20
12/24/2018 11H,19
12/24/2018 10H,20
12/24/2018 09H,22
12/24/2018 08H,20
12/24/2018 07H,25
12/24/2018 06H,23
12/24/2018 05H,22
12/24/2018 04H,20
12/24/2018 03H,22
12/24/2018 02H,14
12/24/2018 01H,14
12/24/2018 00H,14
12/23/2018 23H,11
12/23/2018 22H,17
12/23/2018 21H,17
12/23/2018 20H,22
12/23/2018 19H,20
12/23/2018 18H,17
12/23/2018 17H,19
12/23/2018 16H,17
12/23/2018 15H,20
12/23/2018 14H,19
12/23/2018 13H,17
12/23/2018 12H,20
12/23/2018 11H,22
12/23/2018 10H,14
12/23/2018 09H,22
12/23/2018 08H,20
12/23/2018 07H,20
12/23/2018 06H,16
12/23/2018 05H,23
12/23/2018 04H,19
12/23/2018 03H,20
12/23/2018 02H,22
12/23/2018 01H,17
12/23/2018 00H,20
12/22/2018 23H,17
12/22/2018 22H,19
12/22/2018 21H,20
12/22/2018 20H,22
12/22/2018 19H,20
12/22/2018 18H,19
12/22/2018 17H,17
12/22/2018 16H,23
12/22/2018 15H,16
12/22/2018 14H,20
12/22/2018 13H,20
12/22/2018 12H,19
12/22/2018 11H,17
12/22/2018 10H,20
12/22/2018 09H,28
12/22/2018 08H,19
12/22/2018 07H,20
12/22/2018 06H,17
12/22/2018 05H,19
12/22/2018 04H,17
12/22/2018 03H,20
12/22/2018 02H,19
12/22/2018 01H,20
12/22/2018 00H,19
12/21/2018 23H,17
12/21/2018 22H,20
12/21/2018 21H,17
12/21/2018 20H,16
12/21/2018 19H,17
12/21/2018 18H,17
12/21/2018 17H,17
12/21/2018 16H,17
12/21/2018 15H,16
12/21/2018 14H,17
12/21/2018 13H,20
12/21/2018 12H,19
12/21/2018 11H,20
12/21/2018 10H,20
12/21/2018 09H,19
12/21/2018 08H,23
12/21/2018 07H,19
12/21/2018 06H,20
12/21/2018 05H,19
12/21/2018 04H,20
12/21/2018 03H,17
12/21/2018 02H,22
12/21/2018 01H,20
12/21/2018 00H,22
12/20/2018 23H,28
12/20/2018 22H,31
12/20/2018 21H,20
12/20/2018 20H,19
12/20/2018 19H,20
12/20/2018 18H,19
12/20/2018 17H,20
12/20/2018 16H,20
12/20/2018 15H,19
12/20/2018 14H,17
12/20/2018 13H,20
12/20/2018 12H,22
12/20/2018 11H,20
12/20/2018 10H,19
12/20/2018 09H,20
12/20/2018 08H,17
12/20/2018 07H,16
12/20/2018 06H,20
12/20/2018 05H,17
12/20/2018 04H,17
12/20/2018 03H,19
12/20/2018 02H,17
12/20/2018 01H,20
12/20/2018 00H,16
12/19/2018 23H,20
12/19/2018 22H,20
12/19/2018 21H,22
12/19/2018 20H,17
12/19/2018 19H,22
12/19/2018 18H,20
12/19/2018 17H,19
12/19/2018 16H,20
12/19/2018 15H,20
12/19/2018 14H,19
12/19/2018 13H,20
12/19/2018 12H,19
12/19/2018 11H,20
12/19/2018 10H,19
12/19/2018 09H,20
12/19/2018 08H,20
12/19/2018 07H,17
12/19/2018 06H,22
12/19/2018 05H,20
12/19/2018 04H,19
12/19/2018 03H,25
12/19/2018 02H,23
12/19/2018 01H,19
12/19/2018 00H,20
12/18/2018 23H,25
12/18/2018 22H,20
12/18/2018 21H,19
12/18/2018 20H,23
12/18/2018 19H,19
12/18/2018 18H,23
12/18/2018 17H,19
12/18/2018 16H,23
12/18/2018 15H,17
12/18/2018 14H,16
12/18/2018 13H,20
12/18/2018 12H,20
12/18/2018 11H,19
12/18/2018 10H,20
12/18/2018 09H,22
12/18/2018 08H,17
12/18/2018 07H,20
12/18/2018 06H,22
12/18/2018 05H,20
12/18/2018 04H,16
12/18/2018 03H,17
12/18/2018 02H,14
12/18/2018 01H,14
12/18/2018 00H,14
12/17/2018 23H,14
12/17/2018 22H,0
12/17/2018 21H,3
12/17/2018 20H,0
12/17/2018 19H,3
12/17/2018 18H,19
12/17/2018 17H,20
12/17/2018 16H,17
12/17/2018 15H,22
12/17/2018 14H,17
12/17/2018 13H,22
12/17/2018 12H,20
12/17/2018 11H,20
12/17/2018 10H,16
12/17/2018 09H,23
12/17/2018 08H,19
12/17/2018 07H,20
12/17/2018 06H,20
12/17/2018 05H,16
12/17/2018 04H,23
12/17/2018 03H,17
12/17/2018 02H,22
12/17/2018 01H,17
12/17/2018 00H,19
12/16/2018 23H,20
12/16/2018 22H,20
12/16/2018 21H,19
12/16/2018 20H,20
12/16/2018 19H,19
12/16/2018 18H,20
12/16/2018 17H,22
12/16/2018 16H,20
12/16/2018 15H,20
12/16/2018 14H,19
12/16/2018 13H,23
12/16/2018 12H,19
12/16/2018 11H,23
12/16/2018 10H,19
12/16/2018 09H,23
12/16/2018 08H,16
12/16/2018 07H,23
12/16/2018 06H,19
12/16/2018 05H,20
12/16/2018 04H,22
12/16/2018 03H,20
12/16/2018 02H,20
12/16/2018 01H,19
12/16/2018 00H,17
12/15/2018 23H,17
12/15/2018 22H,19
12/15/2018 21H,17
12/15/2018 20H,17
12/15/2018 19H,22
12/15/2018 18H,17
12/15/2018 17H,20
12/15/2018 16H,19
12/15/2018 15H,17
12/15/2018 14H,20
12/15/2018 13H,17
12/15/2018 12H,19
12/15/2018 11H,17
12/15/2018 10H,20
12/15/2018 09H,16
12/15/2018 08H,17
12/15/2018 07H,20
12/15/2018 06H,19
12/15/2018 05H,20
12/15/2018 04H,20
12/15/2018 03H,14
12/15/2018 02H,8
12/15/2018 01H,8
12/15/2018 00H,14
12/14/2018 23H,17
12/14/2018 22H,17
12/14/2018 21H,17
12/14/2018 20H,19
12/14/2018 19H,23
12/14/2018 18H,19
12/14/2018 17H,17
12/14/2018 16H,25
12/14/2018 15H,20
12/14/2018 14H,22
12/14/2018 13H,17
12/14/2018 12H,23
12/14/2018 11H,19
12/14/2018 10H,25
12/14/2018 09H,23
12/14/2018 08H,22
12/14/2018 07H,20
12/14/2018 06H,22
12/14/2018 05H,25
12/14/2018 04H,20
12/14/2018 03H,22
12/14/2018 02H,23
12/14/2018 01H,22
12/14/2018 00H,20
12/13/2018 23H,25
12/13/2018 22H,20
12/13/2018 21H,22
12/13/2018 20H,20
12/13/2018 19H,16
12/13/2018 18H,20
12/13/2018 17H,20
12/13/2018 16H,19
12/13/2018 15H,17
12/13/2018 14H,17
12/13/2018 13H,14
12/13/2018 12H,19
12/13/2018 11H,14
12/13/2018 10H,14
12/13/2018 09H,20
12/13/2018 08H,14
12/13/2018 07H,14
12/13/2018 06H,14
12/13/2018 05H,14
12/13/2018 04H,14
12/13/2018 03H,14
12/13/2018 02H,17
12/13/2018 01H,17
12/13/2018 00H,14
12/12/2018 23H,8
12/12/2018 22H,0
12/12/2018 21H,3
12/12/2018 20H,0
12/12/2018 19H,0
12/12/2018 18H,0
12/12/2018 17H,0
12/12/2018 16H,0
12/12/2018 15H,0
12/12/2018 14H,0
12/12/2018 13H,0
12/12/2018 12H,11
12/12/2018 11H,8
12/12/2018 10H,14
12/12/2018 09H,28
12/12/2018 08H,31
12/12/2018 07H,25
12/12/2018 06H,31
12/12/2018 05H,25
12/12/2018 04H,26
12/12/2018 03H,25
12/12/2018 02H,22
12/12/2018 01H,28
12/12/2018 00H,28
12/11/2018 23H,28
12/11/2018 22H,25
12/11/2018 21H,20
12/11/2018 20H,14
12/11/2018 19H,17
12/11/2018 18H,11
12/11/2018 17H,14
12/11/2018 16H,11
12/11/2018 15H,14
12/11/2018 14H,9
12/11/2018 13H,11
12/11/2018 12H,9
12/11/2018 11H,5
12/11/2018 10H,8
12/11/2018 09H,6
12/11/2018 08H,14
12/11/2018 07H,17
12/11/2018 06H,19
12/11/2018 05H,17
12/11/2018 04H,20
12/11/2018 03H,14
12/11/2018 02H,19
12/11/2018 01H,17
12/11/2018 00H,17
12/10/2018 23H,17
12/10/2018 22H,14
12/10/2018 21H,16
12/10/2018 20H,17
12/10/2018 19H,14
12/10/2018 18H,17
12/10/2018 17H,20
12/10/2018 16H,14
12/10/2018 15H,19
12/10/2018 14H,17
12/10/2018 13H,20
12/10/2018 12H,19
12/10/2018 11H,17
12/10/2018 10H,22
12/10/2018 09H,17
12/10/2018 08H,23
12/10/2018 07H,16
12/10/2018 06H,20
12/10/2018 05H,17
12/10/2018 04H,19
12/10/2018 03H,17
12/10/2018 02H,20
12/10/2018 01H,19
12/10/2018 00H,20
12/9/2018 23H,22
12/9/2018 22H,23
12/9/2018 21H,22
12/9/2018 20H,23
12/9/2018 19H,19
12/9/2018 18H,20
12/9/2018 17H,17
12/9/2018 16H,14
12/9/2018 15H,14
12/9/2018 14H,14
12/9/2018 13H,11
12/9/2018 12H,17
12/9/2018 11H,14
12/9/2018 10H,16
12/9/2018 09H,17
12/9/2018 08H,17
12/9/2018 07H,14
12/9/2018 06H,17
12/9/2018 05H,14
12/9/2018 04H,14
12/9/2018 03H,14
12/9/2018 02H,11
12/9/2018 01H,14
12/9/2018 00H,20
12/8/2018 23H,19
