Net generation from other for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.OTH.H
19:16:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.OTH.H megawatthours
01/8/2020 20H,608
01/8/2020 19H,603
01/8/2020 18H,592
01/8/2020 17H,583
01/8/2020 16H,585
01/8/2020 15H,582
01/8/2020 14H,596
01/8/2020 13H,600
01/8/2020 12H,599
01/8/2020 11H,594
01/8/2020 10H,594
01/8/2020 09H,627
01/8/2020 08H,625
01/8/2020 07H,612
01/8/2020 06H,612
01/8/2020 05H,617
01/8/2020 04H,613
01/8/2020 03H,610
01/8/2020 02H,615
01/8/2020 01H,615
01/8/2020 00H,614
01/7/2020 23H,620
01/7/2020 22H,627
01/7/2020 21H,631
01/7/2020 20H,628
01/7/2020 19H,621
01/7/2020 18H,624
01/7/2020 17H,615
01/7/2020 16H,615
01/7/2020 15H,623
01/7/2020 14H,629
01/7/2020 13H,614
01/7/2020 12H,606
01/7/2020 11H,586
01/7/2020 10H,557
01/7/2020 09H,553
01/7/2020 08H,568
01/7/2020 07H,572
01/7/2020 06H,586
01/7/2020 05H,591
01/7/2020 04H,608
01/7/2020 03H,602
01/7/2020 02H,597
01/7/2020 01H,606
01/7/2020 00H,615
01/6/2020 23H,629
01/6/2020 22H,635
01/6/2020 21H,626
01/6/2020 20H,669
01/6/2020 19H,672
01/6/2020 18H,674
01/6/2020 17H,676
01/6/2020 16H,675
01/6/2020 15H,678
01/6/2020 14H,684
01/6/2020 13H,680
01/6/2020 12H,680
01/6/2020 11H,671
01/6/2020 10H,675
01/6/2020 09H,663
01/6/2020 08H,659
01/6/2020 07H,658
01/6/2020 06H,657
01/6/2020 05H,665
01/6/2020 04H,672
01/6/2020 03H,688
01/6/2020 02H,695
01/6/2020 01H,695
01/6/2020 00H,698
01/5/2020 23H,691
01/5/2020 22H,673
01/5/2020 21H,666
01/5/2020 20H,666
01/5/2020 19H,656
01/5/2020 18H,653
01/5/2020 17H,667
01/5/2020 16H,672
01/5/2020 15H,668
01/5/2020 14H,667
01/5/2020 13H,673
01/5/2020 12H,681
01/5/2020 11H,661
01/5/2020 10H,661
01/5/2020 09H,663
01/5/2020 08H,660
01/5/2020 07H,658
01/5/2020 06H,646
01/5/2020 05H,660
01/5/2020 04H,661
01/5/2020 03H,667
01/5/2020 02H,671
01/5/2020 01H,672
01/5/2020 00H,685
01/4/2020 23H,686
01/4/2020 22H,681
01/4/2020 21H,675
01/4/2020 20H,673
01/4/2020 19H,678
01/4/2020 18H,677
01/4/2020 17H,679
01/4/2020 16H,668
01/4/2020 15H,673
01/4/2020 14H,666
01/4/2020 13H,648
01/4/2020 12H,647
01/4/2020 11H,634
01/4/2020 10H,636
01/4/2020 09H,635
01/4/2020 08H,640
01/4/2020 07H,623
01/4/2020 06H,624
01/4/2020 05H,621
01/4/2020 04H,618
01/4/2020 03H,622
01/4/2020 02H,617
01/4/2020 01H,616
01/4/2020 00H,619
01/3/2020 23H,623
01/3/2020 22H,602
01/3/2020 21H,601
01/3/2020 20H,593
01/3/2020 19H,601
01/3/2020 18H,590
01/3/2020 17H,585
01/3/2020 16H,579
01/3/2020 15H,577
01/3/2020 14H,586
01/3/2020 13H,587
01/3/2020 12H,589
01/3/2020 11H,584
01/3/2020 10H,579
01/3/2020 09H,577
01/3/2020 08H,574
01/3/2020 07H,570
01/3/2020 06H,590
01/3/2020 05H,602
01/3/2020 04H,593
01/3/2020 03H,604
01/3/2020 02H,621
01/3/2020 01H,640
01/3/2020 00H,652
01/2/2020 23H,666
01/2/2020 22H,649
01/2/2020 21H,633
01/2/2020 20H,634
01/2/2020 19H,624
01/2/2020 18H,626
01/2/2020 17H,630
01/2/2020 16H,657
01/2/2020 15H,650
01/2/2020 14H,639
01/2/2020 13H,637
01/2/2020 12H,642
01/2/2020 11H,634
01/2/2020 10H,662
01/2/2020 09H,661
01/2/2020 08H,655
01/2/2020 07H,663
01/2/2020 06H,661
01/2/2020 05H,650
01/2/2020 04H,656
01/2/2020 03H,668
01/2/2020 02H,688
01/2/2020 01H,689
01/2/2020 00H,697
01/1/2020 23H,699
01/1/2020 22H,684
01/1/2020 21H,672
01/1/2020 20H,661
01/1/2020 19H,664
01/1/2020 18H,651
01/1/2020 17H,660
01/1/2020 16H,658
01/1/2020 15H,648
01/1/2020 14H,647
01/1/2020 13H,655
01/1/2020 12H,661
01/1/2020 11H,660
01/1/2020 10H,648
01/1/2020 09H,644
01/1/2020 08H,655
01/1/2020 07H,660
01/1/2020 06H,666
01/1/2020 05H,683
01/1/2020 04H,673
01/1/2020 03H,687
01/1/2020 02H,675
01/1/2020 01H,665
01/1/2020 00H,665
12/31/2019 23H,670
12/31/2019 22H,677
12/31/2019 21H,688
12/31/2019 20H,682
12/31/2019 19H,680
12/31/2019 18H,679
12/31/2019 17H,670
12/31/2019 16H,678
12/31/2019 15H,695
12/31/2019 14H,683
12/31/2019 13H,671
12/31/2019 12H,691
12/31/2019 11H,694
12/31/2019 10H,683
12/31/2019 09H,698
12/31/2019 08H,713
12/31/2019 07H,712
12/31/2019 06H,707
12/31/2019 05H,709
12/31/2019 04H,720
12/31/2019 03H,717
12/31/2019 02H,727
12/31/2019 01H,722
12/31/2019 00H,741
12/30/2019 23H,748
12/30/2019 22H,752
12/30/2019 21H,742
12/30/2019 20H,752
12/30/2019 19H,755
12/30/2019 18H,759
12/30/2019 17H,752
12/30/2019 16H,744
12/30/2019 15H,729
12/30/2019 14H,727
12/30/2019 13H,731
12/30/2019 12H,742
12/30/2019 11H,735
12/30/2019 10H,716
12/30/2019 09H,716
12/30/2019 08H,706
12/30/2019 07H,709
12/30/2019 06H,713
12/30/2019 05H,706
12/30/2019 04H,701
12/30/2019 03H,723
12/30/2019 02H,737
12/30/2019 01H,732
12/30/2019 00H,721
12/29/2019 23H,721
12/29/2019 22H,721
12/29/2019 21H,713
12/29/2019 20H,714
12/29/2019 19H,696
12/29/2019 18H,702
12/29/2019 17H,707
12/29/2019 16H,691
12/29/2019 15H,696
12/29/2019 14H,674
12/29/2019 13H,678
12/29/2019 12H,687
12/29/2019 11H,677
12/29/2019 10H,674
12/29/2019 09H,673
12/29/2019 08H,687
12/29/2019 07H,681
12/29/2019 06H,683
12/29/2019 05H,694
12/29/2019 04H,700
12/29/2019 03H,725
12/29/2019 02H,740
12/29/2019 01H,735
12/29/2019 00H,751
12/28/2019 23H,747
12/28/2019 22H,748
12/28/2019 21H,745
12/28/2019 20H,744
12/28/2019 19H,731
12/28/2019 18H,726
12/28/2019 17H,722
12/28/2019 16H,727
12/28/2019 15H,730
12/28/2019 14H,711
12/28/2019 13H,687
12/28/2019 12H,699
12/28/2019 11H,696
12/28/2019 10H,703
12/28/2019 09H,710
12/28/2019 08H,712
12/28/2019 07H,706
12/28/2019 06H,709
12/28/2019 05H,715
12/28/2019 04H,724
12/28/2019 03H,728
12/28/2019 02H,735
12/28/2019 01H,740
12/28/2019 00H,733
12/27/2019 23H,738
12/27/2019 22H,740
12/27/2019 21H,722
12/27/2019 20H,710
12/27/2019 19H,712
12/27/2019 18H,704
12/27/2019 17H,724
12/27/2019 16H,725
12/27/2019 15H,733
12/27/2019 14H,720
12/27/2019 13H,703
12/27/2019 12H,708
12/27/2019 11H,706
12/27/2019 10H,701
12/27/2019 09H,700
12/27/2019 08H,704
12/27/2019 07H,710
12/27/2019 06H,709
12/27/2019 05H,707
12/27/2019 04H,712
12/27/2019 03H,720
12/27/2019 02H,734
12/27/2019 01H,729
12/27/2019 00H,750
12/26/2019 23H,775
12/26/2019 22H,774
12/26/2019 21H,759
12/26/2019 20H,757
12/26/2019 19H,776
12/26/2019 18H,770
12/26/2019 17H,745
12/26/2019 16H,782
12/26/2019 15H,765
12/26/2019 14H,778
12/26/2019 13H,791
12/26/2019 12H,781
12/26/2019 11H,777
12/26/2019 10H,771
12/26/2019 09H,760
12/26/2019 08H,736
12/26/2019 07H,743
12/26/2019 06H,753
12/26/2019 05H,773
12/26/2019 04H,774
12/26/2019 03H,777
12/26/2019 02H,774
12/26/2019 01H,782
12/26/2019 00H,782
12/25/2019 23H,780
12/25/2019 22H,787
12/25/2019 21H,783
12/25/2019 20H,780
12/25/2019 19H,779
12/25/2019 18H,779
12/25/2019 17H,788
12/25/2019 16H,795
12/25/2019 15H,790
12/25/2019 14H,797
12/25/2019 13H,806
12/25/2019 12H,790
12/25/2019 11H,773
12/25/2019 10H,789
12/25/2019 09H,781
12/25/2019 08H,770
12/25/2019 07H,770
12/25/2019 06H,786
12/25/2019 05H,777
12/25/2019 04H,796
12/25/2019 03H,799
12/25/2019 02H,801
12/25/2019 01H,807
12/25/2019 00H,823
12/24/2019 23H,834
12/24/2019 22H,824
12/24/2019 21H,806
12/24/2019 20H,793
12/24/2019 19H,788
12/24/2019 18H,779
12/24/2019 17H,788
12/24/2019 16H,798
12/24/2019 15H,812
12/24/2019 14H,815
12/24/2019 13H,809
12/24/2019 12H,805
12/24/2019 11H,790
12/24/2019 10H,758
12/24/2019 09H,767
12/24/2019 08H,765
12/24/2019 07H,779
12/24/2019 06H,817
12/24/2019 05H,817
12/24/2019 04H,809
12/24/2019 03H,796
12/24/2019 02H,810
12/24/2019 01H,819
12/24/2019 00H,813
12/23/2019 23H,816
12/23/2019 22H,823
12/23/2019 21H,817
12/23/2019 20H,812
12/23/2019 19H,807
12/23/2019 18H,818
12/23/2019 17H,816
12/23/2019 16H,823
12/23/2019 15H,830
12/23/2019 14H,825
12/23/2019 13H,832
12/23/2019 12H,823
12/23/2019 11H,817
12/23/2019 10H,820
12/23/2019 09H,826
12/23/2019 08H,827
12/23/2019 07H,815
12/23/2019 06H,814
12/23/2019 05H,813
12/23/2019 04H,803
12/23/2019 03H,812
12/23/2019 02H,824
12/23/2019 01H,822
12/23/2019 00H,814
12/22/2019 23H,824
12/22/2019 22H,833
12/22/2019 21H,825
12/22/2019 20H,825
12/22/2019 19H,814
12/22/2019 18H,814
12/22/2019 17H,817
12/22/2019 16H,822
12/22/2019 15H,836
12/22/2019 14H,833
12/22/2019 13H,837
12/22/2019 12H,841
12/22/2019 11H,829
12/22/2019 10H,816
12/22/2019 09H,830
12/22/2019 08H,822
12/22/2019 07H,815
12/22/2019 06H,820
12/22/2019 05H,813
12/22/2019 04H,816
12/22/2019 03H,793
12/22/2019 02H,813
12/22/2019 01H,813
12/22/2019 00H,816
12/21/2019 23H,822
12/21/2019 22H,833
12/21/2019 21H,821
12/21/2019 20H,816
12/21/2019 19H,813
12/21/2019 18H,810
12/21/2019 17H,811
12/21/2019 16H,811
12/21/2019 15H,791
12/21/2019 14H,798
12/21/2019 13H,817
12/21/2019 12H,821
12/21/2019 11H,809
12/21/2019 10H,803
12/21/2019 09H,796
12/21/2019 08H,804
12/21/2019 07H,799
12/21/2019 06H,810
12/21/2019 05H,807
12/21/2019 04H,817
12/21/2019 03H,814
12/21/2019 02H,803
12/21/2019 01H,803
12/21/2019 00H,798
12/20/2019 23H,812
12/20/2019 22H,824
12/20/2019 21H,809
12/20/2019 20H,805
12/20/2019 19H,784
12/20/2019 18H,757
12/20/2019 17H,768
12/20/2019 16H,755
12/20/2019 15H,755
12/20/2019 14H,809
12/20/2019 13H,813
12/20/2019 12H,818
12/20/2019 11H,804
12/20/2019 10H,812
12/20/2019 09H,826
12/20/2019 08H,803
12/20/2019 07H,791
12/20/2019 06H,799
12/20/2019 05H,831
12/20/2019 04H,814
12/20/2019 03H,839
12/20/2019 02H,843
12/20/2019 01H,841
12/20/2019 00H,841
12/19/2019 23H,835
12/19/2019 22H,841
12/19/2019 21H,827
12/19/2019 20H,810
12/19/2019 19H,807
12/19/2019 18H,817
12/19/2019 17H,818
12/19/2019 16H,834
12/19/2019 15H,831
12/19/2019 14H,825
12/19/2019 13H,828
12/19/2019 12H,823
12/19/2019 11H,814
12/19/2019 10H,822
12/19/2019 09H,795
12/19/2019 08H,787
12/19/2019 07H,775
12/19/2019 06H,764
12/19/2019 05H,781
12/19/2019 04H,759
12/19/2019 03H,776
12/19/2019 02H,790
12/19/2019 01H,792
12/19/2019 00H,796
12/18/2019 23H,794
12/18/2019 22H,795
12/18/2019 21H,798
12/18/2019 20H,795
12/18/2019 19H,793
12/18/2019 18H,780
12/18/2019 17H,774
12/18/2019 16H,775
12/18/2019 15H,767
12/18/2019 14H,785
12/18/2019 13H,790
12/18/2019 12H,784
12/18/2019 11H,783
12/18/2019 10H,779
12/18/2019 09H,795
12/18/2019 08H,765
12/18/2019 07H,746
12/18/2019 06H,758
12/18/2019 05H,750
12/18/2019 04H,738
12/18/2019 03H,740
12/18/2019 02H,745
12/18/2019 01H,747
12/18/2019 00H,854
12/17/2019 23H,775
12/17/2019 22H,765
12/17/2019 21H,748
12/17/2019 20H,752
12/17/2019 19H,754
12/17/2019 18H,751
12/17/2019 17H,733
12/17/2019 16H,752
12/17/2019 15H,752
12/17/2019 14H,751
12/17/2019 13H,759
12/17/2019 12H,759
12/17/2019 11H,743
12/17/2019 10H,737
12/17/2019 09H,715
12/17/2019 08H,718
12/17/2019 07H,709
12/17/2019 06H,705
12/17/2019 05H,716
12/17/2019 04H,730
12/17/2019 03H,730
12/17/2019 02H,743
12/17/2019 01H,735
12/17/2019 00H,752
12/16/2019 23H,758
12/16/2019 22H,754
12/16/2019 21H,753
12/16/2019 20H,743
12/16/2019 19H,740
12/16/2019 18H,735
12/16/2019 17H,742
12/16/2019 16H,758
12/16/2019 15H,752
12/16/2019 14H,730
12/16/2019 13H,730
12/16/2019 12H,736
12/16/2019 11H,714
12/16/2019 10H,708
12/16/2019 09H,689
12/16/2019 08H,712
12/16/2019 07H,696
12/16/2019 06H,700
12/16/2019 05H,687
12/16/2019 04H,688
12/16/2019 03H,703
12/16/2019 02H,724
12/16/2019 01H,749
12/16/2019 00H,770
12/15/2019 23H,770
12/15/2019 22H,742
12/15/2019 21H,731
12/15/2019 20H,722
12/15/2019 19H,720
12/15/2019 18H,730
12/15/2019 17H,731
12/15/2019 16H,718
12/15/2019 15H,720
12/15/2019 14H,731
12/15/2019 13H,720
12/15/2019 12H,716
12/15/2019 11H,711
12/15/2019 10H,717
12/15/2019 09H,705
12/15/2019 08H,718
12/15/2019 07H,707
12/15/2019 06H,717
12/15/2019 05H,714
12/15/2019 04H,714
12/15/2019 03H,715
12/15/2019 02H,701
12/15/2019 01H,721
12/15/2019 00H,715
12/14/2019 23H,722
12/14/2019 22H,719
12/14/2019 21H,720
12/14/2019 20H,711
12/14/2019 19H,704
12/14/2019 18H,704
12/14/2019 17H,710
12/14/2019 16H,719
12/14/2019 15H,715
12/14/2019 14H,724
12/14/2019 13H,721
12/14/2019 12H,727
12/14/2019 11H,726
12/14/2019 10H,727
12/14/2019 09H,719
12/14/2019 08H,719
12/14/2019 07H,712
12/14/2019 06H,720
12/14/2019 05H,711
12/14/2019 04H,722
12/14/2019 03H,723
12/14/2019 02H,734
12/14/2019 01H,737
12/14/2019 00H,736
12/13/2019 23H,741
12/13/2019 22H,744
12/13/2019 21H,720
12/13/2019 20H,714
12/13/2019 19H,712
12/13/2019 18H,716
12/13/2019 17H,724
12/13/2019 16H,730
12/13/2019 15H,737
12/13/2019 14H,720
12/13/2019 13H,734
12/13/2019 12H,758
12/13/2019 11H,758
12/13/2019 10H,738
12/13/2019 09H,732
12/13/2019 08H,738
12/13/2019 07H,733
12/13/2019 06H,738
12/13/2019 05H,736
12/13/2019 04H,740
12/13/2019 03H,740
12/13/2019 02H,730
12/13/2019 01H,743
12/13/2019 00H,758
12/12/2019 23H,763
12/12/2019 22H,774
12/12/2019 21H,749
12/12/2019 20H,733
12/12/2019 19H,711
12/12/2019 18H,700
12/12/2019 17H,722
12/12/2019 16H,699
12/12/2019 15H,701
12/12/2019 14H,713
12/12/2019 13H,720
12/12/2019 12H,704
12/12/2019 11H,692
12/12/2019 10H,678
12/12/2019 09H,674
12/12/2019 08H,666
12/12/2019 07H,688
12/12/2019 06H,689
12/12/2019 05H,701
12/12/2019 04H,711
12/12/2019 03H,713
12/12/2019 02H,727
12/12/2019 01H,730
12/12/2019 00H,726
12/11/2019 23H,731
12/11/2019 22H,743
12/11/2019 21H,733
12/11/2019 20H,734
12/11/2019 19H,730
12/11/2019 18H,725
12/11/2019 17H,729
12/11/2019 16H,705
12/11/2019 15H,700
12/11/2019 14H,692
12/11/2019 13H,688
12/11/2019 12H,698
12/11/2019 11H,684
12/11/2019 10H,692
12/11/2019 09H,707
12/11/2019 08H,707
12/11/2019 07H,711
12/11/2019 06H,697
12/11/2019 05H,703
12/11/2019 04H,710
12/11/2019 03H,706
12/11/2019 02H,708
12/11/2019 01H,711
12/11/2019 00H,691
12/10/2019 23H,708
12/10/2019 22H,710
12/10/2019 21H,702
12/10/2019 20H,699
12/10/2019 19H,694
12/10/2019 18H,689
12/10/2019 17H,682
12/10/2019 16H,678
12/10/2019 15H,678
12/10/2019 14H,685
12/10/2019 13H,710
12/10/2019 12H,717
12/10/2019 11H,713
12/10/2019 10H,699
12/10/2019 09H,700
12/10/2019 08H,702
12/10/2019 07H,710
12/10/2019 06H,709
12/10/2019 05H,713
12/10/2019 04H,691
12/10/2019 03H,698
12/10/2019 02H,686
12/10/2019 01H,691
12/10/2019 00H,688
12/9/2019 23H,701
12/9/2019 22H,712
12/9/2019 21H,721
12/9/2019 20H,720
12/9/2019 19H,723
12/9/2019 18H,726
12/9/2019 17H,745
12/9/2019 16H,867
12/9/2019 15H,785
12/9/2019 14H,716
12/9/2019 13H,724
12/9/2019 12H,716
12/9/2019 11H,699
12/9/2019 10H,706
12/9/2019 09H,699
12/9/2019 08H,691
12/9/2019 07H,699
12/9/2019 06H,694
12/9/2019 05H,683
12/9/2019 04H,678
12/9/2019 03H,709
12/9/2019 02H,712
12/9/2019 01H,710
12/9/2019 00H,718
12/8/2019 23H,730
12/8/2019 22H,731
12/8/2019 21H,723
12/8/2019 20H,728
12/8/2019 19H,722
12/8/2019 18H,720
12/8/2019 17H,716
12/8/2019 16H,717
12/8/2019 15H,699
12/8/2019 14H,701
12/8/2019 13H,706
12/8/2019 12H,702
12/8/2019 11H,709
12/8/2019 10H,725
12/8/2019 09H,720
12/8/2019 08H,718
12/8/2019 07H,723
12/8/2019 06H,711
12/8/2019 05H,711
12/8/2019 04H,697
12/8/2019 03H,701
12/8/2019 02H,688
12/8/2019 01H,691
12/8/2019 00H,699
12/7/2019 23H,698
12/7/2019 22H,706
12/7/2019 21H,698
12/7/2019 20H,691
12/7/2019 19H,684
12/7/2019 18H,667
12/7/2019 17H,670
12/7/2019 16H,681
12/7/2019 15H,672
12/7/2019 14H,674
12/7/2019 13H,665
12/7/2019 12H,669
12/7/2019 11H,661
12/7/2019 10H,671
12/7/2019 09H,664
12/7/2019 08H,672
12/7/2019 07H,683
12/7/2019 06H,675
12/7/2019 05H,671
12/7/2019 04H,663
12/7/2019 03H,669
12/7/2019 02H,666
12/7/2019 01H,662
12/7/2019 00H,670
12/6/2019 23H,667
12/6/2019 22H,675
12/6/2019 21H,669
12/6/2019 20H,641
12/6/2019 19H,635
12/6/2019 18H,629
12/6/2019 17H,634
12/6/2019 16H,632
12/6/2019 15H,617
12/6/2019 14H,614
12/6/2019 13H,614
12/6/2019 12H,648
12/6/2019 11H,638
12/6/2019 10H,647
12/6/2019 09H,636
12/6/2019 08H,643
12/6/2019 07H,649
12/6/2019 06H,656
12/6/2019 05H,663
12/6/2019 04H,658
12/6/2019 03H,652
12/6/2019 02H,658
12/6/2019 01H,655
12/6/2019 00H,660
12/5/2019 23H,659
12/5/2019 22H,661
12/5/2019 21H,640
12/5/2019 20H,654
12/5/2019 19H,669
12/5/2019 18H,669
12/5/2019 17H,669
12/5/2019 16H,662
12/5/2019 15H,643
12/5/2019 14H,631
12/5/2019 13H,627
12/5/2019 12H,611
12/5/2019 11H,624
12/5/2019 10H,602
12/5/2019 09H,592
12/5/2019 08H,599
12/5/2019 07H,594
12/5/2019 06H,586
12/5/2019 05H,587
12/5/2019 04H,598
12/5/2019 03H,593
12/5/2019 02H,596
12/5/2019 01H,584
12/5/2019 00H,571
12/4/2019 23H,581
12/4/2019 22H,578
12/4/2019 21H,581
12/4/2019 20H,566
12/4/2019 19H,580
12/4/2019 18H,587
12/4/2019 17H,592
12/4/2019 16H,583
12/4/2019 15H,599
12/4/2019 14H,593
12/4/2019 13H,598
12/4/2019 12H,574
12/4/2019 11H,585
12/4/2019 10H,587
12/4/2019 09H,586
12/4/2019 08H,572
12/4/2019 07H,567
12/4/2019 06H,576
12/4/2019 05H,578
12/4/2019 04H,593
12/4/2019 03H,586
12/4/2019 02H,584
12/4/2019 01H,586
12/4/2019 00H,607
12/3/2019 23H,604
12/3/2019 22H,604
12/3/2019 21H,600
12/3/2019 20H,598
12/3/2019 19H,590
12/3/2019 18H,596
12/3/2019 17H,597
12/3/2019 16H,593
12/3/2019 15H,578
12/3/2019 14H,605
12/3/2019 13H,619
12/3/2019 12H,610
12/3/2019 11H,618
12/3/2019 10H,609
12/3/2019 09H,604
12/3/2019 08H,611
12/3/2019 07H,603
12/3/2019 06H,609
12/3/2019 05H,622
12/3/2019 04H,613
12/3/2019 03H,602
12/3/2019 02H,594
12/3/2019 01H,593
12/3/2019 00H,603
12/2/2019 23H,605
12/2/2019 22H,623
12/2/2019 21H,638
12/2/2019 20H,648
12/2/2019 19H,644
12/2/2019 18H,645
12/2/2019 17H,652
12/2/2019 16H,633
12/2/2019 15H,630
12/2/2019 14H,625
12/2/2019 13H,634
12/2/2019 12H,648
12/2/2019 11H,640
12/2/2019 10H,632
12/2/2019 09H,628
12/2/2019 08H,625
12/2/2019 07H,632
12/2/2019 06H,642
12/2/2019 05H,655
12/2/2019 04H,658
12/2/2019 03H,665
12/2/2019 02H,670
12/2/2019 01H,689
12/2/2019 00H,688
12/1/2019 23H,690
12/1/2019 22H,703
12/1/2019 21H,703
12/1/2019 20H,695
12/1/2019 19H,697
12/1/2019 18H,693
12/1/2019 17H,713
12/1/2019 16H,705
12/1/2019 15H,707
12/1/2019 14H,702
12/1/2019 13H,700
12/1/2019 12H,709
12/1/2019 11H,691
12/1/2019 10H,690
12/1/2019 09H,689
12/1/2019 08H,686
12/1/2019 07H,680
12/1/2019 06H,678
12/1/2019 05H,682
12/1/2019 04H,680
12/1/2019 03H,700
12/1/2019 02H,710
12/1/2019 01H,707
12/1/2019 00H,712
11/30/2019 23H,722
11/30/2019 22H,730
11/30/2019 21H,720
11/30/2019 20H,711
11/30/2019 19H,705
11/30/2019 18H,717
11/30/2019 17H,713
11/30/2019 16H,710
11/30/2019 15H,689
11/30/2019 14H,693
11/30/2019 13H,697
11/30/2019 12H,700
11/30/2019 11H,698
11/30/2019 10H,680
11/30/2019 09H,691
11/30/2019 08H,691
11/30/2019 07H,677
11/30/2019 06H,687
11/30/2019 05H,687
11/30/2019 04H,689
11/30/2019 03H,699
11/30/2019 02H,689
11/30/2019 01H,679
11/30/2019 00H,677
11/29/2019 23H,690
11/29/2019 22H,705
11/29/2019 21H,688
11/29/2019 20H,694
11/29/2019 19H,702
11/29/2019 18H,699
11/29/2019 17H,692
11/29/2019 16H,696
11/29/2019 15H,693
11/29/2019 14H,689
11/29/2019 13H,697
11/29/2019 12H,707
11/29/2019 11H,692
11/29/2019 10H,682
11/29/2019 09H,673
11/29/2019 08H,651
11/29/2019 07H,669
11/29/2019 06H,641
11/29/2019 05H,644
11/29/2019 04H,638
11/29/2019 03H,647
11/29/2019 02H,648
11/29/2019 01H,646
11/29/2019 00H,639
11/28/2019 23H,637
11/28/2019 22H,648
11/28/2019 21H,653
11/28/2019 20H,646
11/28/2019 19H,646
11/28/2019 18H,671
11/28/2019 17H,672
11/28/2019 16H,671
11/28/2019 15H,680
11/28/2019 14H,669
11/28/2019 13H,642
11/28/2019 12H,640
11/28/2019 11H,640
11/28/2019 10H,648
11/28/2019 09H,638
11/28/2019 08H,633
11/28/2019 07H,626
11/28/2019 06H,621
11/28/2019 05H,628
11/28/2019 04H,628
11/28/2019 03H,630
11/28/2019 02H,619
11/28/2019 01H,615
11/28/2019 00H,631
11/27/2019 23H,628
11/27/2019 22H,635
11/27/2019 21H,622
11/27/2019 20H,620
11/27/2019 19H,611
11/27/2019 18H,611
11/27/2019 17H,618
11/27/2019 16H,625
11/27/2019 15H,625
11/27/2019 14H,628
11/27/2019 13H,647
11/27/2019 12H,633
11/27/2019 11H,628
11/27/2019 10H,621
11/27/2019 09H,626
11/27/2019 08H,622
11/27/2019 07H,622
11/27/2019 06H,633
11/27/2019 05H,647
11/27/2019 04H,651
11/27/2019 03H,647
11/27/2019 02H,650
11/27/2019 01H,650
11/27/2019 00H,655
11/26/2019 23H,659
11/26/2019 22H,670
11/26/2019 21H,650
11/26/2019 20H,651
11/26/2019 19H,634
11/26/2019 18H,644
11/26/2019 17H,644
11/26/2019 16H,641
11/26/2019 15H,641
11/26/2019 14H,664
11/26/2019 13H,678
11/26/2019 12H,675
11/26/2019 11H,671
11/26/2019 10H,646
11/26/2019 09H,622
11/26/2019 08H,635
11/26/2019 07H,640
11/26/2019 06H,649
11/26/2019 05H,652
11/26/2019 04H,646
11/26/2019 03H,638
11/26/2019 02H,646
11/26/2019 01H,650
11/26/2019 00H,652
11/25/2019 23H,654
11/25/2019 22H,664
11/25/2019 21H,642
11/25/2019 20H,637
11/25/2019 19H,636
11/25/2019 18H,638
11/25/2019 17H,631
11/25/2019 16H,629
11/25/2019 15H,638
11/25/2019 14H,647
11/25/2019 13H,655
11/25/2019 12H,666
11/25/2019 11H,650
11/25/2019 10H,647
11/25/2019 09H,652
11/25/2019 08H,653
11/25/2019 07H,642
11/25/2019 06H,632
11/25/2019 05H,627
11/25/2019 04H,636
11/25/2019 03H,623
11/25/2019 02H,617
11/25/2019 01H,640
11/25/2019 00H,645
11/24/2019 23H,636
11/24/2019 22H,643
11/24/2019 21H,649
11/24/2019 20H,649
11/24/2019 19H,654
11/24/2019 18H,649
11/24/2019 17H,649
11/24/2019 16H,655
11/24/2019 15H,660
11/24/2019 14H,659
11/24/2019 13H,661
11/24/2019 12H,662
11/24/2019 11H,654
11/24/2019 10H,650
11/24/2019 09H,654
11/24/2019 08H,665
11/24/2019 07H,684
11/24/2019 06H,686
11/24/2019 05H,676
11/24/2019 04H,666
11/24/2019 03H,667
11/24/2019 02H,671
11/24/2019 01H,673
11/24/2019 00H,675
11/23/2019 23H,682
11/23/2019 22H,684
11/23/2019 21H,690
11/23/2019 20H,680
11/23/2019 19H,682
11/23/2019 18H,679
11/23/2019 17H,680
11/23/2019 16H,672
11/23/2019 15H,681
11/23/2019 14H,676
11/23/2019 13H,676
11/23/2019 12H,675
11/23/2019 11H,677
11/23/2019 10H,687
11/23/2019 09H,678
11/23/2019 08H,679
11/23/2019 07H,679
11/23/2019 06H,688
11/23/2019 05H,683
11/23/2019 04H,686
11/23/2019 03H,695
11/23/2019 02H,688
11/23/2019 01H,684
11/23/2019 00H,678
11/22/2019 23H,684
11/22/2019 22H,690
11/22/2019 21H,679
11/22/2019 20H,676
11/22/2019 19H,666
11/22/2019 18H,672
11/22/2019 17H,668
11/22/2019 16H,672
11/22/2019 15H,670
11/22/2019 14H,664
11/22/2019 13H,674
11/22/2019 12H,717
11/22/2019 11H,706
11/22/2019 10H,698
11/22/2019 09H,700
11/22/2019 08H,698
11/22/2019 07H,698
11/22/2019 06H,703
11/22/2019 05H,704
11/22/2019 04H,701
11/22/2019 03H,705
11/22/2019 02H,697
11/22/2019 01H,702
11/22/2019 00H,692
11/21/2019 23H,694
11/21/2019 22H,695
11/21/2019 21H,682
11/21/2019 20H,663
11/21/2019 19H,657
