Net generation from natural gas for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.NG.H
19:15:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.NG.H megawatthours
05/16/2019 13H,4199
05/16/2019 12H,4134
05/16/2019 11H,3598
05/16/2019 10H,2355
05/16/2019 09H,1730
05/16/2019 08H,1736
05/16/2019 07H,1711
05/16/2019 06H,1923
05/16/2019 05H,2413
05/16/2019 04H,2907
05/16/2019 03H,4131
05/16/2019 02H,5043
05/16/2019 01H,5364
05/16/2019 00H,5407
05/15/2019 23H,5168
05/15/2019 22H,4845
05/15/2019 21H,4566
05/15/2019 20H,4248
05/15/2019 19H,4591
05/15/2019 18H,4577
05/15/2019 17H,4268
05/15/2019 16H,4176
05/15/2019 15H,4482
05/15/2019 14H,4483
05/15/2019 13H,4537
05/15/2019 12H,4630
05/15/2019 11H,4270
05/15/2019 10H,3298
05/15/2019 09H,2743
05/15/2019 08H,2639
05/15/2019 07H,2604
05/15/2019 06H,2619
05/15/2019 05H,2621
05/15/2019 04H,3213
05/15/2019 03H,4213
05/15/2019 02H,5811
05/15/2019 01H,6650
05/15/2019 00H,6615
05/14/2019 23H,6598
05/14/2019 22H,6565
05/14/2019 21H,6063
05/14/2019 20H,5713
05/14/2019 19H,5840
05/14/2019 18H,5852
05/14/2019 17H,5860
05/14/2019 16H,5943
05/14/2019 15H,5710
05/14/2019 14H,5655
05/14/2019 13H,6010
05/14/2019 12H,5838
05/14/2019 11H,4755
05/14/2019 10H,3697
05/14/2019 09H,3337
05/14/2019 08H,3046
05/14/2019 07H,3070
05/14/2019 06H,3064
05/14/2019 05H,3298
05/14/2019 04H,3590
05/14/2019 03H,4303
05/14/2019 02H,5634
05/14/2019 01H,6025
05/14/2019 00H,6136
05/13/2019 23H,6169
05/13/2019 22H,6126
05/13/2019 21H,5914
05/13/2019 20H,5839
05/13/2019 19H,5637
05/13/2019 18H,5720
05/13/2019 17H,5612
05/13/2019 16H,5380
05/13/2019 15H,5416
05/13/2019 14H,5616
05/13/2019 13H,5391
05/13/2019 12H,5176
05/13/2019 11H,4480
05/13/2019 10H,3665
05/13/2019 09H,3130
05/13/2019 08H,2814
05/13/2019 07H,2794
05/13/2019 06H,2663
05/13/2019 05H,2778
05/13/2019 04H,3264
05/13/2019 03H,3583
05/13/2019 02H,4545
05/13/2019 01H,4961
05/13/2019 00H,4887
05/12/2019 23H,4900
05/12/2019 22H,4898
05/12/2019 21H,4594
05/12/2019 20H,4374
05/12/2019 19H,4198
05/12/2019 18H,4276
05/12/2019 17H,4256
05/12/2019 16H,4216
05/12/2019 15H,4073
05/12/2019 14H,3554
05/12/2019 13H,3294
05/12/2019 12H,2701
05/12/2019 11H,2484
05/12/2019 10H,2146
05/12/2019 09H,2015
05/12/2019 08H,1963
05/12/2019 07H,1957
05/12/2019 06H,1977
05/12/2019 05H,2250
05/12/2019 04H,3035
05/12/2019 03H,3850
05/12/2019 02H,4430
05/12/2019 01H,4520
05/12/2019 00H,4500
05/11/2019 23H,4305
05/11/2019 22H,3939
05/11/2019 21H,3732
05/11/2019 20H,3436
05/11/2019 19H,3079
05/11/2019 18H,2902
05/11/2019 17H,3071
05/11/2019 16H,3310
05/11/2019 15H,3360
05/11/2019 14H,3332
05/11/2019 13H,3466
05/11/2019 12H,3196
05/11/2019 11H,2976
05/11/2019 10H,2647
05/11/2019 09H,2674
05/11/2019 08H,2725
05/11/2019 07H,2470
05/11/2019 06H,2470
05/11/2019 05H,2876
05/11/2019 04H,3176
05/11/2019 03H,3859
05/11/2019 02H,4896
05/11/2019 01H,5358
05/11/2019 00H,5230
05/10/2019 23H,5230
05/10/2019 22H,5338
05/10/2019 21H,5445
05/10/2019 20H,5318
05/10/2019 19H,5470
05/10/2019 18H,5592
05/10/2019 17H,5577
05/10/2019 16H,5685
05/10/2019 15H,5747
05/10/2019 14H,5330
05/10/2019 13H,5407
05/10/2019 12H,5146
05/10/2019 11H,4336
05/10/2019 10H,3146
05/10/2019 09H,2637
05/10/2019 08H,2538
05/10/2019 07H,2529
05/10/2019 06H,2648
05/10/2019 05H,3119
05/10/2019 04H,3436
05/10/2019 03H,4009
05/10/2019 02H,4941
05/10/2019 01H,5653
05/10/2019 00H,5623
05/9/2019 23H,5392
05/9/2019 22H,5295
05/9/2019 21H,4860
05/9/2019 20H,4431
05/9/2019 19H,4212
05/9/2019 18H,4147
05/9/2019 17H,3974
05/9/2019 16H,4138
05/9/2019 15H,4220
05/9/2019 14H,4235
05/9/2019 13H,4549
05/9/2019 12H,4604
05/9/2019 11H,4324
05/9/2019 10H,3704
05/9/2019 09H,2830
05/9/2019 08H,2561
05/9/2019 07H,2540
05/9/2019 06H,2629
05/9/2019 05H,2681
05/9/2019 04H,3034
05/9/2019 03H,3751
05/9/2019 02H,4739
05/9/2019 01H,5336
05/9/2019 00H,5055
05/8/2019 23H,4897
05/8/2019 22H,4397
05/8/2019 21H,3997
05/8/2019 20H,3694
05/8/2019 19H,3551
05/8/2019 18H,3648
05/8/2019 17H,3581
05/8/2019 16H,3614
05/8/2019 15H,3487
05/8/2019 14H,3783
05/8/2019 13H,4015
05/8/2019 12H,4228
05/8/2019 11H,3891
05/8/2019 10H,3136
05/8/2019 09H,2649
05/8/2019 08H,2572
05/8/2019 07H,2532
05/8/2019 06H,2541
05/8/2019 05H,2742
05/8/2019 04H,2961
05/8/2019 03H,4053
05/8/2019 02H,4863
05/8/2019 01H,5506
05/8/2019 00H,5425
05/7/2019 23H,5361
05/7/2019 22H,5348
05/7/2019 21H,4856
05/7/2019 20H,4520
05/7/2019 19H,4542
05/7/2019 18H,4622
05/7/2019 17H,4743
05/7/2019 16H,4552
05/7/2019 15H,4254
05/7/2019 14H,4447
05/7/2019 13H,4639
05/7/2019 12H,4789
05/7/2019 11H,4124
05/7/2019 10H,3387
05/7/2019 09H,2835
05/7/2019 08H,2764
05/7/2019 07H,2684
05/7/2019 06H,2819
05/7/2019 05H,2987
05/7/2019 04H,2964
05/7/2019 03H,3571
05/7/2019 02H,4916
05/7/2019 01H,5436
05/7/2019 00H,5435
05/6/2019 23H,5338
05/6/2019 22H,4828
05/6/2019 21H,4351
05/6/2019 20H,4076
05/6/2019 19H,3912
05/6/2019 18H,3984
05/6/2019 17H,4037
05/6/2019 16H,4391
05/6/2019 15H,4769
05/6/2019 14H,5093
05/6/2019 13H,5348
05/6/2019 12H,5349
05/6/2019 11H,4763
05/6/2019 10H,3986
05/6/2019 09H,3544
05/6/2019 08H,3244
05/6/2019 07H,2882
05/6/2019 06H,3124
05/6/2019 05H,3293
05/6/2019 04H,3490
05/6/2019 03H,3933
05/6/2019 02H,4788
05/6/2019 01H,5460
05/6/2019 00H,5640
05/5/2019 23H,5559
05/5/2019 22H,5491
05/5/2019 21H,5178
05/5/2019 20H,4968
05/5/2019 19H,5084
05/5/2019 18H,5037
05/5/2019 17H,5081
05/5/2019 16H,4981
05/5/2019 15H,4831
05/5/2019 14H,4541
05/5/2019 13H,4094
05/5/2019 12H,3526
05/5/2019 11H,3489
05/5/2019 10H,3320
05/5/2019 09H,3091
05/5/2019 08H,3182
05/5/2019 07H,3367
05/5/2019 06H,3575
05/5/2019 05H,3738
05/5/2019 04H,4101
05/5/2019 03H,4795
05/5/2019 02H,5386
05/5/2019 01H,5723
05/5/2019 00H,5727
05/4/2019 23H,5657
05/4/2019 22H,5677
05/4/2019 21H,5536
05/4/2019 20H,5261
05/4/2019 19H,5393
05/4/2019 18H,5726
05/4/2019 17H,5694
05/4/2019 16H,5699
05/4/2019 15H,5601
05/4/2019 14H,5516
05/4/2019 13H,5103
05/4/2019 12H,4651
05/4/2019 11H,4144
05/4/2019 10H,3883
05/4/2019 09H,3957
05/4/2019 08H,3746
05/4/2019 07H,3671
05/4/2019 06H,3534
05/4/2019 05H,3968
05/4/2019 04H,4375
05/4/2019 03H,4934
05/4/2019 02H,5901
05/4/2019 01H,6510
05/4/2019 00H,6896
05/3/2019 23H,6831
05/3/2019 22H,6849
05/3/2019 21H,6797
05/3/2019 20H,6766
05/3/2019 19H,7080
05/3/2019 18H,6994
05/3/2019 17H,6559
05/3/2019 16H,6879
05/3/2019 15H,6932
05/3/2019 14H,7022
05/3/2019 13H,7070
05/3/2019 12H,6835
05/3/2019 11H,6062
05/3/2019 10H,4801
05/3/2019 09H,4076
05/3/2019 08H,3871
05/3/2019 07H,3942
05/3/2019 06H,4094
05/3/2019 05H,4249
05/3/2019 04H,4683
05/3/2019 03H,5647
05/3/2019 02H,6964
05/3/2019 01H,7674
05/3/2019 00H,7511
05/2/2019 23H,7323
05/2/2019 22H,7521
05/2/2019 21H,7498
05/2/2019 20H,7551
05/2/2019 19H,7468
05/2/2019 18H,7529
05/2/2019 17H,7266
05/2/2019 16H,7156
05/2/2019 15H,7059
05/2/2019 14H,7194
05/2/2019 13H,7517
05/2/2019 12H,7157
05/2/2019 11H,5950
05/2/2019 10H,4474
05/2/2019 09H,3816
05/2/2019 08H,3689
05/2/2019 07H,3635
05/2/2019 06H,3505
05/2/2019 05H,3938
05/2/2019 04H,4262
05/2/2019 03H,5175
05/2/2019 02H,6267
05/2/2019 01H,6966
05/2/2019 00H,6958
05/1/2019 23H,7016
05/1/2019 22H,6981
05/1/2019 21H,7031
05/1/2019 20H,6828
05/1/2019 19H,6833
05/1/2019 18H,6686
05/1/2019 17H,6807
05/1/2019 16H,6865
05/1/2019 15H,6770
05/1/2019 14H,6558
05/1/2019 13H,6709
05/1/2019 12H,6522
05/1/2019 11H,5645
05/1/2019 10H,4337
05/1/2019 09H,3437
05/1/2019 08H,3066
05/1/2019 07H,3074
05/1/2019 06H,3106
05/1/2019 05H,3371
05/1/2019 04H,3768
05/1/2019 03H,4865
05/1/2019 02H,6024
05/1/2019 01H,6919
05/1/2019 00H,6611
04/30/2019 23H,6391
04/30/2019 22H,6383
04/30/2019 21H,6098
04/30/2019 20H,6146
04/30/2019 19H,6543
04/30/2019 18H,7302
04/30/2019 17H,7515
04/30/2019 16H,7841
04/30/2019 15H,8013
04/30/2019 14H,7718
04/30/2019 13H,7171
04/30/2019 12H,6569
04/30/2019 11H,5702
04/30/2019 10H,4187
04/30/2019 09H,3672
04/30/2019 08H,3529
04/30/2019 07H,3375
04/30/2019 06H,3425
04/30/2019 05H,3845
04/30/2019 04H,4092
04/30/2019 03H,4790
04/30/2019 02H,5771
04/30/2019 01H,6233
04/30/2019 00H,6310
04/29/2019 23H,6201
04/29/2019 22H,5911
04/29/2019 21H,5570
04/29/2019 20H,5292
04/29/2019 19H,5200
04/29/2019 18H,5008
04/29/2019 17H,4851
04/29/2019 16H,4809
04/29/2019 15H,5021
04/29/2019 14H,5125
04/29/2019 13H,5418
04/29/2019 12H,5883
04/29/2019 11H,5629
04/29/2019 10H,4397
04/29/2019 09H,3833
04/29/2019 08H,3496
04/29/2019 07H,3153
04/29/2019 06H,3084
04/29/2019 05H,3480
04/29/2019 04H,3920
04/29/2019 03H,4195
04/29/2019 02H,5170
04/29/2019 01H,5703
04/29/2019 00H,5672
04/28/2019 23H,5584
04/28/2019 22H,5452
04/28/2019 21H,5222
04/28/2019 20H,4893
04/28/2019 19H,4901
04/28/2019 18H,4943
04/28/2019 17H,4903
04/28/2019 16H,4589
04/28/2019 15H,4354
04/28/2019 14H,3949
04/28/2019 13H,3714
04/28/2019 12H,3136
04/28/2019 11H,3315
04/28/2019 10H,3181
04/28/2019 09H,2929
04/28/2019 08H,2932
04/28/2019 07H,3151
04/28/2019 06H,2921
04/28/2019 05H,3043
04/28/2019 04H,3491
04/28/2019 03H,4161
04/28/2019 02H,4853
04/28/2019 01H,4997
04/28/2019 00H,4950
04/27/2019 23H,4898
04/27/2019 22H,4683
04/27/2019 21H,4013
04/27/2019 20H,3953
04/27/2019 19H,4220
04/27/2019 18H,4318
04/27/2019 17H,4089
04/27/2019 16H,4177
04/27/2019 15H,4249
04/27/2019 14H,4385
04/27/2019 13H,4148
04/27/2019 12H,4030
04/27/2019 11H,2999
04/27/2019 10H,2942
04/27/2019 09H,2803
04/27/2019 08H,2752
04/27/2019 07H,2944
04/27/2019 06H,3171
04/27/2019 05H,3238
04/27/2019 04H,3899
04/27/2019 03H,4586
04/27/2019 02H,5589
04/27/2019 01H,6322
04/27/2019 00H,6790
04/26/2019 23H,6855
04/26/2019 22H,7238
04/26/2019 21H,7117
04/26/2019 20H,7225
04/26/2019 19H,7615
04/26/2019 18H,7623
04/26/2019 17H,7463
04/26/2019 16H,7315
04/26/2019 15H,7218
04/26/2019 14H,7251
04/26/2019 13H,7166
04/26/2019 12H,6542
04/26/2019 11H,5650
04/26/2019 10H,4426
04/26/2019 09H,4087
04/26/2019 08H,3738
04/26/2019 07H,4002
04/26/2019 06H,4191
04/26/2019 05H,4398
04/26/2019 04H,4431
04/26/2019 03H,5613
04/26/2019 02H,6597
04/26/2019 01H,7225
04/26/2019 00H,7174
04/25/2019 23H,7125
04/25/2019 22H,6838
04/25/2019 21H,6350
04/25/2019 20H,5936
04/25/2019 19H,5486
04/25/2019 18H,5706
04/25/2019 17H,5974
04/25/2019 16H,5803
04/25/2019 15H,5968
04/25/2019 14H,6164
04/25/2019 13H,6094
04/25/2019 12H,6273
04/25/2019 11H,5880
04/25/2019 10H,4804
04/25/2019 09H,4108
04/25/2019 08H,3783
04/25/2019 07H,3975
04/25/2019 06H,4139
04/25/2019 05H,4506
04/25/2019 04H,4691
04/25/2019 03H,5579
04/25/2019 02H,6845
04/25/2019 01H,7589
04/25/2019 00H,7472
04/24/2019 23H,7372
04/24/2019 22H,7066
04/24/2019 21H,6291
04/24/2019 20H,5832
04/24/2019 19H,5697
04/24/2019 18H,5797
04/24/2019 17H,6209
04/24/2019 16H,6270
04/24/2019 15H,6537
04/24/2019 14H,6874
04/24/2019 13H,7078
04/24/2019 12H,7043
04/24/2019 11H,6395
04/24/2019 10H,5197
04/24/2019 09H,4537
04/24/2019 08H,4195
04/24/2019 07H,4264
04/24/2019 06H,4375
04/24/2019 05H,4321
04/24/2019 04H,4664
04/24/2019 03H,5781
04/24/2019 02H,6832
04/24/2019 01H,7488
04/24/2019 00H,7571
04/23/2019 23H,7406
04/23/2019 22H,7140
04/23/2019 21H,6926
04/23/2019 20H,6647
04/23/2019 19H,6399
04/23/2019 18H,6141
04/23/2019 17H,6465
04/23/2019 16H,6550
04/23/2019 15H,6610
04/23/2019 14H,6860
04/23/2019 13H,6799
04/23/2019 12H,6531
04/23/2019 11H,5563
04/23/2019 10H,4099
04/23/2019 09H,3859
04/23/2019 08H,3593
04/23/2019 07H,3527
04/23/2019 06H,3606
04/23/2019 05H,3702
04/23/2019 04H,3869
04/23/2019 03H,4744
04/23/2019 02H,6377
04/23/2019 01H,7115
04/23/2019 00H,7076
04/22/2019 23H,7138
04/22/2019 22H,7202
04/22/2019 21H,6898
04/22/2019 20H,6811
04/22/2019 19H,6615
04/22/2019 18H,6695
04/22/2019 17H,6869
04/22/2019 16H,6924
04/22/2019 15H,6534
04/22/2019 14H,6060
04/22/2019 13H,6003
04/22/2019 12H,5922
04/22/2019 11H,4951
04/22/2019 10H,3812
04/22/2019 09H,3192
04/22/2019 08H,3178
04/22/2019 07H,3065
04/22/2019 06H,3098
04/22/2019 05H,3103
04/22/2019 04H,3383
04/22/2019 03H,3649
04/22/2019 02H,4262
04/22/2019 01H,4602
04/22/2019 00H,4304
04/21/2019 23H,3976
04/21/2019 22H,3775
04/21/2019 21H,3675
04/21/2019 20H,3901
04/21/2019 19H,3649
04/21/2019 18H,3774
04/21/2019 17H,3834
04/21/2019 16H,3944
04/21/2019 15H,3881
04/21/2019 14H,4052
04/21/2019 13H,3922
04/21/2019 12H,3439
04/21/2019 11H,3119
04/21/2019 10H,3009
04/21/2019 09H,2824
04/21/2019 08H,2654
04/21/2019 07H,2676
04/21/2019 06H,2703
04/21/2019 05H,2745
04/21/2019 04H,3009
04/21/2019 03H,3875
04/21/2019 02H,4588
04/21/2019 01H,5008
04/21/2019 00H,5188
04/20/2019 23H,5071
04/20/2019 22H,5091
04/20/2019 21H,4887
04/20/2019 20H,4857
04/20/2019 19H,4966
04/20/2019 18H,4775
04/20/2019 17H,4820
04/20/2019 16H,4851
04/20/2019 15H,4707
04/20/2019 14H,4534
04/20/2019 13H,4226
04/20/2019 12H,3658
04/20/2019 11H,3077
04/20/2019 10H,2780
04/20/2019 09H,2743
04/20/2019 08H,2448
04/20/2019 07H,2450
04/20/2019 06H,2534
04/20/2019 05H,2647
04/20/2019 04H,3238
04/20/2019 03H,4215
04/20/2019 02H,5214
04/20/2019 01H,5673
04/20/2019 00H,5743
04/19/2019 23H,5561
04/19/2019 22H,5566
04/19/2019 21H,5298
04/19/2019 20H,5112
04/19/2019 19H,5095
04/19/2019 18H,4899
04/19/2019 17H,4908
04/19/2019 16H,5091
04/19/2019 15H,5111
04/19/2019 14H,4979
04/19/2019 13H,5041
04/19/2019 12H,4680
04/19/2019 11H,3999
04/19/2019 10H,3465
04/19/2019 09H,3072
04/19/2019 08H,2953
04/19/2019 07H,2951
04/19/2019 06H,3150
04/19/2019 05H,3128
04/19/2019 04H,3598
04/19/2019 03H,4391
04/19/2019 02H,5429
04/19/2019 01H,6126
04/19/2019 00H,6315
04/18/2019 23H,6141
04/18/2019 22H,6315
04/18/2019 21H,6095
04/18/2019 20H,5982
04/18/2019 19H,6114
04/18/2019 18H,6046
04/18/2019 17H,6056
04/18/2019 16H,6175
04/18/2019 15H,6237
04/18/2019 14H,6188
04/18/2019 13H,6070
04/18/2019 12H,5824
04/18/2019 11H,4784
04/18/2019 10H,3905
04/18/2019 09H,3280
04/18/2019 08H,2937
04/18/2019 07H,2962
04/18/2019 06H,2999
04/18/2019 05H,3205
04/18/2019 04H,3513
04/18/2019 03H,4375
04/18/2019 02H,5182
04/18/2019 01H,5463
04/18/2019 00H,5349
04/17/2019 23H,5176
04/17/2019 22H,4861
04/17/2019 21H,4260
04/17/2019 20H,4127
04/17/2019 19H,3746
04/17/2019 18H,3902
04/17/2019 17H,3757
04/17/2019 16H,3841
04/17/2019 15H,4288
04/17/2019 14H,4521
04/17/2019 13H,5007
04/17/2019 12H,5072
04/17/2019 11H,4565
04/17/2019 10H,3626
04/17/2019 09H,3140
04/17/2019 08H,2749
04/17/2019 07H,2693
04/17/2019 06H,2600
04/17/2019 05H,2510
04/17/2019 04H,3273
04/17/2019 03H,3878
04/17/2019 02H,4771
04/17/2019 01H,4963
04/17/2019 00H,4956
04/16/2019 23H,4907
04/16/2019 22H,4578
04/16/2019 21H,3725
04/16/2019 20H,3746
04/16/2019 19H,3427
04/16/2019 18H,3447
04/16/2019 17H,3450
04/16/2019 16H,3254
04/16/2019 15H,3623
04/16/2019 14H,4210
04/16/2019 13H,4461
04/16/2019 12H,4627
04/16/2019 11H,4213
04/16/2019 10H,3313
04/16/2019 09H,3059
04/16/2019 08H,2975
04/16/2019 07H,2803
04/16/2019 06H,2543
04/16/2019 05H,2861
04/16/2019 04H,3725
04/16/2019 03H,4299
04/16/2019 02H,5202
04/16/2019 01H,6176
04/16/2019 00H,6395
04/15/2019 23H,6201
04/15/2019 22H,6122
04/15/2019 21H,5787
04/15/2019 20H,5923
04/15/2019 19H,6055
04/15/2019 18H,5939
04/15/2019 17H,5995
04/15/2019 16H,6272
04/15/2019 15H,6287
04/15/2019 14H,6134
04/15/2019 13H,6067
04/15/2019 12H,5455
04/15/2019 11H,4380
04/15/2019 10H,3530
04/15/2019 09H,2727
04/15/2019 08H,2494
04/15/2019 07H,2410
04/15/2019 06H,2529
04/15/2019 05H,2894
04/15/2019 04H,3423
04/15/2019 03H,4099
04/15/2019 02H,4679
04/15/2019 01H,5066
04/15/2019 00H,5319
04/14/2019 23H,5181
04/14/2019 22H,5075
04/14/2019 21H,4784
04/14/2019 20H,4139
04/14/2019 19H,3522
04/14/2019 18H,3089
04/14/2019 17H,3468
04/14/2019 16H,3839
04/14/2019 15H,3342
04/14/2019 14H,3422
04/14/2019 13H,3532
04/14/2019 12H,2822
04/14/2019 11H,2661
04/14/2019 10H,2776
04/14/2019 09H,2919
04/14/2019 08H,2642
04/14/2019 07H,2536
04/14/2019 06H,2527
04/14/2019 05H,2480
04/14/2019 04H,3018
04/14/2019 03H,3658
04/14/2019 02H,4247
04/14/2019 01H,4436
04/14/2019 00H,4573
04/13/2019 23H,4257
04/13/2019 22H,3990
04/13/2019 21H,3831
04/13/2019 20H,3683
04/13/2019 19H,3466
04/13/2019 18H,3612
04/13/2019 17H,4149
04/13/2019 16H,4617
04/13/2019 15H,4692
04/13/2019 14H,4712
04/13/2019 13H,4356
04/13/2019 12H,3799
04/13/2019 11H,3307
04/13/2019 10H,3077
04/13/2019 09H,2949
04/13/2019 08H,3107
04/13/2019 07H,3085
04/13/2019 06H,2941
04/13/2019 05H,3083
04/13/2019 04H,3648
04/13/2019 03H,4475
04/13/2019 02H,5586
04/13/2019 01H,6213
04/13/2019 00H,6398
04/12/2019 23H,6113
04/12/2019 22H,6084
04/12/2019 21H,6208
04/12/2019 20H,6166
04/12/2019 19H,6265
04/12/2019 18H,6528
04/12/2019 17H,6690
04/12/2019 16H,7100
04/12/2019 15H,7140
04/12/2019 14H,7124
04/12/2019 13H,6926
04/12/2019 12H,6731
04/12/2019 11H,6048
04/12/2019 10H,4779
04/12/2019 09H,3786
04/12/2019 08H,3412
04/12/2019 07H,3448
04/12/2019 06H,3574
04/12/2019 05H,3866
04/12/2019 04H,4285
04/12/2019 03H,5188
04/12/2019 02H,6068
04/12/2019 01H,6525
04/12/2019 00H,6641
04/11/2019 23H,6233
04/11/2019 22H,5890
04/11/2019 21H,5584
04/11/2019 20H,5327
04/11/2019 19H,5165
04/11/2019 18H,5113
04/11/2019 17H,5021
04/11/2019 16H,4731
04/11/2019 15H,4566
04/11/2019 14H,4831
04/11/2019 13H,5260
04/11/2019 12H,5447
04/11/2019 11H,5156
04/11/2019 10H,4311
04/11/2019 09H,3545
04/11/2019 08H,3289
04/11/2019 07H,3360
04/11/2019 06H,3412
04/11/2019 05H,3455
04/11/2019 04H,3942
04/11/2019 03H,4852
04/11/2019 02H,5871
04/11/2019 01H,6229
04/11/2019 00H,6357
04/10/2019 23H,6071
04/10/2019 22H,5656
04/10/2019 21H,5477
04/10/2019 20H,5247
04/10/2019 19H,5089
04/10/2019 18H,5304
04/10/2019 17H,5455
04/10/2019 16H,5431
04/10/2019 15H,5551
04/10/2019 14H,5644
04/10/2019 13H,5729
04/10/2019 12H,5764
04/10/2019 11H,5405
04/10/2019 10H,4585
04/10/2019 09H,4081
04/10/2019 08H,3803
04/10/2019 07H,3667
04/10/2019 06H,3661
04/10/2019 05H,3936
04/10/2019 04H,4585
04/10/2019 03H,5590
04/10/2019 02H,6420
04/10/2019 01H,6861
04/10/2019 00H,7135
04/9/2019 23H,6903
04/9/2019 22H,6671
04/9/2019 21H,6413
04/9/2019 20H,6145
04/9/2019 19H,6251
04/9/2019 18H,6336
04/9/2019 17H,6132
04/9/2019 16H,6154
04/9/2019 15H,6192
04/9/2019 14H,6497
04/9/2019 13H,6563
04/9/2019 12H,6283
04/9/2019 11H,5544
04/9/2019 10H,4122
04/9/2019 09H,3380
04/9/2019 08H,3091
04/9/2019 07H,3086
04/9/2019 06H,3252
04/9/2019 05H,3365
04/9/2019 04H,3523
04/9/2019 03H,4485
04/9/2019 02H,5642
04/9/2019 01H,6494
04/9/2019 00H,6910
04/8/2019 23H,6889
04/8/2019 22H,6848
04/8/2019 21H,6735
04/8/2019 20H,6714
04/8/2019 19H,6558
04/8/2019 18H,6536
04/8/2019 17H,6843
04/8/2019 16H,6869
04/8/2019 15H,6720
04/8/2019 14H,6457
04/8/2019 13H,6502
04/8/2019 12H,6299
04/8/2019 11H,4999
04/8/2019 10H,3954
04/8/2019 09H,3245
04/8/2019 08H,2777
04/8/2019 07H,2673
04/8/2019 06H,2236
04/8/2019 05H,2370
04/8/2019 04H,2756
04/8/2019 03H,3463
04/8/2019 02H,3796
04/8/2019 01H,4184
04/8/2019 00H,4397
04/7/2019 23H,4255
04/7/2019 22H,4084
04/7/2019 21H,3603
04/7/2019 20H,3096
04/7/2019 19H,3071
04/7/2019 18H,2883
04/7/2019 17H,2488
04/7/2019 16H,2804
04/7/2019 15H,2954
04/7/2019 14H,2801
04/7/2019 13H,2668
04/7/2019 12H,2720
04/7/2019 11H,2585
04/7/2019 10H,2443
04/7/2019 09H,2379
04/7/2019 08H,2225
04/7/2019 07H,2104
04/7/2019 06H,2188
04/7/2019 05H,2165
04/7/2019 04H,2377
04/7/2019 03H,2853
04/7/2019 02H,3580
04/7/2019 01H,3766
04/7/2019 00H,3746
04/6/2019 23H,3582
04/6/2019 22H,3318
04/6/2019 21H,3243
04/6/2019 20H,2982
04/6/2019 19H,3194
04/6/2019 18H,3397
04/6/2019 17H,3261
04/6/2019 16H,3105
04/6/2019 15H,3353
04/6/2019 14H,3714
04/6/2019 13H,3658
04/6/2019 12H,3291
04/6/2019 11H,2855
04/6/2019 10H,2670
04/6/2019 09H,2547
04/6/2019 08H,2384
04/6/2019 07H,2379
04/6/2019 06H,2206
04/6/2019 05H,2459
04/6/2019 04H,3411
04/6/2019 03H,4357
04/6/2019 02H,5390
04/6/2019 01H,6078
04/6/2019 00H,6302
04/5/2019 23H,6062
04/5/2019 22H,6007
04/5/2019 21H,5872
04/5/2019 20H,5937
04/5/2019 19H,5482
04/5/2019 18H,5256
04/5/2019 17H,5142
04/5/2019 16H,5277
04/5/2019 15H,5452
04/5/2019 14H,5680
04/5/2019 13H,6188
04/5/2019 12H,5791
04/5/2019 11H,5128
04/5/2019 10H,3826
04/5/2019 09H,2935
04/5/2019 08H,2583
04/5/2019 07H,2426
04/5/2019 06H,2206
04/5/2019 05H,2588
04/5/2019 04H,2868
04/5/2019 03H,3313
04/5/2019 02H,4557
04/5/2019 01H,5007
04/5/2019 00H,5031
04/4/2019 23H,4737
04/4/2019 22H,4458
04/4/2019 21H,3743
04/4/2019 20H,3325
04/4/2019 19H,3529
04/4/2019 18H,3666
04/4/2019 17H,3628
04/4/2019 16H,3794
04/4/2019 15H,3645
04/4/2019 14H,4101
04/4/2019 13H,4111
04/4/2019 12H,4320
04/4/2019 11H,4008
04/4/2019 10H,3381
04/4/2019 09H,3062
04/4/2019 08H,2910
04/4/2019 07H,2893
04/4/2019 06H,2857
04/4/2019 05H,2753
04/4/2019 04H,2772
04/4/2019 03H,3714
04/4/2019 02H,4699
04/4/2019 01H,4955
04/4/2019 00H,4988
04/3/2019 23H,4922
04/3/2019 22H,4756
04/3/2019 21H,4076
04/3/2019 20H,4072
04/3/2019 19H,4138
04/3/2019 18H,3861
04/3/2019 17H,3720
04/3/2019 16H,3841
04/3/2019 15H,4311
04/3/2019 14H,5133
04/3/2019 13H,5362
04/3/2019 12H,5340
04/3/2019 11H,4849
04/3/2019 10H,3637
04/3/2019 09H,3041
04/3/2019 08H,2969
04/3/2019 07H,2803
04/3/2019 06H,2965
04/3/2019 05H,3106
04/3/2019 04H,3238
04/3/2019 03H,3903
04/3/2019 02H,4753
04/3/2019 01H,4990
04/3/2019 00H,5092
04/2/2019 23H,4918
04/2/2019 22H,4878
04/2/2019 21H,4254
04/2/2019 20H,3860
04/2/2019 19H,3731
04/2/2019 18H,3670
04/2/2019 17H,3703
04/2/2019 16H,3891
04/2/2019 15H,4201
04/2/2019 14H,4562
04/2/2019 13H,4769
04/2/2019 12H,5031
04/2/2019 11H,4793
04/2/2019 10H,3936
04/2/2019 09H,3355
04/2/2019 08H,3087
04/2/2019 07H,2934
04/2/2019 06H,3005
04/2/2019 05H,3008
