Net generation from wind for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.WND.H
19:16:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.WND.H megawatthours
03/14/2021 11H,513
03/14/2021 10H,521
03/14/2021 09H,557
03/14/2021 08H,579
03/14/2021 07H,663
03/14/2021 06H,731
03/14/2021 05H,807
03/14/2021 04H,913
03/14/2021 03H,956
03/14/2021 02H,970
03/14/2021 01H,937
03/14/2021 00H,904
03/13/2021 23H,946
03/13/2021 22H,985
03/13/2021 21H,970
03/13/2021 20H,1019
03/13/2021 19H,974
03/13/2021 18H,902
03/13/2021 17H,1003
03/13/2021 16H,1024
03/13/2021 15H,1124
03/13/2021 14H,1136
03/13/2021 13H,1114
03/13/2021 12H,1124
03/13/2021 11H,1148
03/13/2021 10H,1132
03/13/2021 09H,1106
03/13/2021 08H,1004
03/13/2021 07H,977
03/13/2021 06H,959
03/13/2021 05H,856
03/13/2021 04H,789
03/13/2021 03H,792
03/13/2021 02H,893
03/13/2021 01H,1068
03/13/2021 00H,1117
03/12/2021 23H,1111
03/12/2021 22H,1106
03/12/2021 21H,1137
03/12/2021 20H,1111
03/12/2021 19H,1107
03/12/2021 18H,1076
03/12/2021 17H,1095
03/12/2021 16H,1114
03/12/2021 15H,1092
03/12/2021 14H,1103
03/12/2021 13H,1125
03/12/2021 12H,1125
03/12/2021 11H,1070
03/12/2021 10H,1042
03/12/2021 09H,1030
03/12/2021 08H,1002
03/12/2021 07H,1018
03/12/2021 06H,1039
03/12/2021 05H,1058
03/12/2021 04H,1026
03/12/2021 03H,973
03/12/2021 02H,1004
03/12/2021 01H,968
03/12/2021 00H,901
03/11/2021 23H,794
03/11/2021 22H,593
03/11/2021 21H,491
03/11/2021 20H,433
03/11/2021 19H,422
03/11/2021 18H,432
03/11/2021 17H,407
03/11/2021 16H,453
03/11/2021 15H,551
03/11/2021 14H,639
03/11/2021 13H,727
03/11/2021 12H,733
03/11/2021 11H,738
03/11/2021 10H,739
03/11/2021 09H,755
03/11/2021 08H,777
03/11/2021 07H,794
03/11/2021 06H,835
03/11/2021 05H,831
03/11/2021 04H,852
03/11/2021 03H,839
03/11/2021 02H,784
03/11/2021 01H,699
03/11/2021 00H,595
03/10/2021 23H,418
03/10/2021 22H,345
03/10/2021 21H,272
03/10/2021 20H,188
03/10/2021 19H,104
03/10/2021 18H,64
03/10/2021 17H,55
03/10/2021 16H,36
03/10/2021 15H,29
03/10/2021 14H,50
03/10/2021 13H,123
03/10/2021 12H,171
03/10/2021 11H,219
03/10/2021 10H,296
03/10/2021 09H,300
03/10/2021 08H,385
03/10/2021 07H,511
03/10/2021 06H,624
03/10/2021 05H,640
03/10/2021 04H,777
03/10/2021 03H,861
03/10/2021 02H,835
03/10/2021 01H,823
03/10/2021 00H,819
03/9/2021 23H,863
03/9/2021 22H,939
03/9/2021 21H,931
03/9/2021 20H,774
03/9/2021 19H,694
03/9/2021 18H,614
03/9/2021 17H,544
03/9/2021 16H,434
03/9/2021 15H,407
03/9/2021 14H,448
03/9/2021 13H,487
03/9/2021 12H,503
03/9/2021 11H,480
03/9/2021 10H,438
03/9/2021 09H,350
03/9/2021 08H,266
03/9/2021 07H,255
03/9/2021 06H,235
03/9/2021 05H,204
03/9/2021 04H,192
03/9/2021 03H,232
03/9/2021 02H,216
03/9/2021 01H,214
03/9/2021 00H,164
03/8/2021 23H,106
03/8/2021 22H,118
03/8/2021 21H,126
03/8/2021 20H,110
03/8/2021 19H,118
03/8/2021 18H,140
03/8/2021 17H,151
03/8/2021 16H,189
03/8/2021 15H,209
03/8/2021 14H,253
03/8/2021 13H,433
03/8/2021 12H,552
03/8/2021 11H,560
03/8/2021 10H,484
03/8/2021 09H,520
03/8/2021 08H,562
03/8/2021 07H,609
03/8/2021 06H,605
03/8/2021 05H,597
03/8/2021 04H,617
03/8/2021 03H,640
03/8/2021 02H,655
03/8/2021 01H,604
03/8/2021 00H,550
03/7/2021 23H,459
03/7/2021 22H,404
03/7/2021 21H,369
03/7/2021 20H,335
03/7/2021 19H,326
03/7/2021 18H,332
03/7/2021 17H,371
03/7/2021 16H,340
03/7/2021 15H,391
03/7/2021 14H,451
03/7/2021 13H,509
03/7/2021 12H,535
03/7/2021 11H,569
03/7/2021 10H,593
03/7/2021 09H,632
03/7/2021 08H,688
03/7/2021 07H,683
03/7/2021 06H,703
03/7/2021 05H,761
03/7/2021 04H,812
03/7/2021 03H,879
03/7/2021 02H,898
03/7/2021 01H,871
03/7/2021 00H,834
03/6/2021 23H,799
03/6/2021 22H,772
03/6/2021 21H,758
03/6/2021 20H,747
03/6/2021 19H,748
03/6/2021 18H,747
03/6/2021 17H,764
03/6/2021 16H,782
03/6/2021 15H,815
03/6/2021 14H,818
03/6/2021 13H,785
03/6/2021 12H,820
03/6/2021 11H,830
03/6/2021 10H,810
03/6/2021 09H,844
03/6/2021 08H,851
03/6/2021 07H,823
03/6/2021 06H,819
03/6/2021 05H,818
03/6/2021 04H,826
03/6/2021 03H,842
03/6/2021 02H,917
03/6/2021 01H,989
03/6/2021 00H,1023
03/5/2021 23H,1026
03/5/2021 22H,1025
03/5/2021 21H,948
03/5/2021 20H,832
03/5/2021 19H,802
03/5/2021 18H,791
03/5/2021 17H,826
03/5/2021 16H,864
03/5/2021 15H,936
03/5/2021 14H,989
03/5/2021 13H,977
03/5/2021 12H,957
03/5/2021 11H,976
03/5/2021 10H,968
03/5/2021 09H,976
03/5/2021 08H,998
03/5/2021 07H,999
03/5/2021 06H,1015
03/5/2021 05H,1013
03/5/2021 04H,1008
03/5/2021 03H,999
03/5/2021 02H,998
03/5/2021 01H,1008
03/5/2021 00H,1021
03/4/2021 23H,1068
03/4/2021 22H,1113
03/4/2021 21H,1107
03/4/2021 20H,1087
03/4/2021 19H,1074
03/4/2021 18H,1065
03/4/2021 17H,1059
03/4/2021 16H,1028
03/4/2021 15H,974
03/4/2021 14H,965
03/4/2021 13H,922
03/4/2021 12H,914
03/4/2021 11H,910
03/4/2021 10H,881
03/4/2021 09H,855
03/4/2021 08H,870
03/4/2021 07H,849
03/4/2021 06H,801
03/4/2021 05H,778
03/4/2021 04H,788
03/4/2021 03H,830
03/4/2021 02H,872
03/4/2021 01H,861
03/4/2021 00H,824
03/3/2021 23H,795
03/3/2021 22H,810
03/3/2021 21H,827
03/3/2021 20H,808
03/3/2021 19H,802
03/3/2021 18H,805
03/3/2021 17H,816
03/3/2021 16H,804
03/3/2021 15H,755
03/3/2021 14H,751
03/3/2021 13H,785
03/3/2021 12H,836
03/3/2021 11H,839
03/3/2021 10H,848
03/3/2021 09H,878
03/3/2021 08H,881
03/3/2021 07H,873
03/3/2021 06H,898
03/3/2021 05H,876
03/3/2021 04H,878
03/3/2021 03H,903
03/3/2021 02H,909
03/3/2021 01H,915
03/3/2021 00H,936
03/2/2021 23H,937
03/2/2021 22H,940
03/2/2021 21H,907
03/2/2021 20H,892
03/2/2021 19H,851
03/2/2021 18H,844
03/2/2021 17H,806
03/2/2021 16H,785
03/2/2021 15H,740
03/2/2021 14H,807
03/2/2021 13H,783
03/2/2021 12H,749
03/2/2021 11H,760
03/2/2021 10H,767
03/2/2021 09H,818
03/2/2021 08H,875
03/2/2021 07H,909
03/2/2021 06H,919
03/2/2021 05H,242
03/2/2021 04H,944
03/2/2021 03H,982
03/2/2021 02H,1018
03/2/2021 01H,1053
03/2/2021 00H,1025
03/1/2021 23H,932
03/1/2021 22H,704
03/1/2021 21H,648
03/1/2021 20H,542
03/1/2021 19H,430
03/1/2021 18H,453
03/1/2021 17H,524
03/1/2021 16H,561
03/1/2021 15H,609
03/1/2021 14H,656
03/1/2021 13H,660
03/1/2021 12H,671
03/1/2021 11H,745
03/1/2021 10H,848
03/1/2021 09H,856
03/1/2021 08H,835
03/1/2021 07H,771
03/1/2021 06H,767
03/1/2021 05H,-3
03/1/2021 04H,717
03/1/2021 03H,578
03/1/2021 02H,496
03/1/2021 01H,415
03/1/2021 00H,303
02/28/2021 23H,251
02/28/2021 22H,147
02/28/2021 21H,104
02/28/2021 20H,95
02/28/2021 19H,69
02/28/2021 18H,50
02/28/2021 17H,70
02/28/2021 16H,122
02/28/2021 15H,285
02/28/2021 14H,503
02/28/2021 13H,694
02/28/2021 12H,792
02/28/2021 11H,805
02/28/2021 10H,885
02/28/2021 09H,946
02/28/2021 08H,978
02/28/2021 07H,1040
02/28/2021 06H,1105
02/28/2021 05H,1122
02/28/2021 04H,1051
02/28/2021 03H,970
02/28/2021 02H,812
02/28/2021 01H,777
02/28/2021 00H,729
02/27/2021 23H,799
02/27/2021 22H,804
02/27/2021 21H,887
02/27/2021 20H,894
02/27/2021 19H,832
02/27/2021 18H,789
02/27/2021 17H,746
02/27/2021 16H,798
02/27/2021 15H,787
02/27/2021 14H,802
02/27/2021 13H,774
02/27/2021 12H,791
02/27/2021 11H,831
02/27/2021 10H,810
02/27/2021 09H,820
02/27/2021 08H,828
02/27/2021 07H,846
02/27/2021 06H,836
02/27/2021 05H,581
02/27/2021 04H,316
02/27/2021 03H,202
02/27/2021 02H,175
02/27/2021 01H,196
02/27/2021 00H,207
02/26/2021 23H,204
02/26/2021 22H,220
02/26/2021 21H,258
02/26/2021 20H,249
02/26/2021 19H,313
02/26/2021 18H,452
02/26/2021 17H,529
02/26/2021 16H,675
02/26/2021 15H,827
02/26/2021 14H,882
02/26/2021 13H,870
02/26/2021 12H,962
02/26/2021 11H,978
02/26/2021 10H,966
02/26/2021 09H,949
02/26/2021 08H,905
02/26/2021 07H,944
02/26/2021 06H,970
02/26/2021 05H,953
02/26/2021 04H,988
02/26/2021 03H,1044
02/26/2021 02H,1089
02/26/2021 01H,1142
02/26/2021 00H,1180
02/25/2021 23H,1209
02/25/2021 22H,1223
02/25/2021 21H,1238
02/25/2021 20H,1087
02/25/2021 19H,985
02/25/2021 18H,1067
02/25/2021 17H,1159
02/25/2021 16H,1086
02/25/2021 15H,1152
02/25/2021 14H,1166
02/25/2021 13H,1166
02/25/2021 12H,1191
02/25/2021 11H,1149
02/25/2021 10H,1050
02/25/2021 09H,970
02/25/2021 08H,886
02/25/2021 07H,835
02/25/2021 06H,742
02/25/2021 05H,599
02/25/2021 04H,522
02/25/2021 03H,488
02/25/2021 02H,484
02/25/2021 01H,472
02/25/2021 00H,362
02/24/2021 23H,334
02/24/2021 22H,282
02/24/2021 21H,265
02/24/2021 20H,357
02/24/2021 19H,415
02/24/2021 18H,535
02/24/2021 17H,627
02/24/2021 16H,748
02/24/2021 15H,797
02/24/2021 14H,804
02/24/2021 13H,756
02/24/2021 12H,764
02/24/2021 11H,770
02/24/2021 10H,714
02/24/2021 09H,685
02/24/2021 08H,700
02/24/2021 07H,661
02/24/2021 06H,528
02/24/2021 05H,372
02/24/2021 04H,326
02/24/2021 03H,259
02/24/2021 02H,240
02/24/2021 01H,240
02/24/2021 00H,212
02/23/2021 23H,162
02/23/2021 22H,131
02/23/2021 21H,171
02/23/2021 20H,190
02/23/2021 19H,192
02/23/2021 18H,229
02/23/2021 17H,315
02/23/2021 16H,314
02/23/2021 15H,342
02/23/2021 14H,388
02/23/2021 13H,418
02/23/2021 12H,482
02/23/2021 11H,478
02/23/2021 10H,540
02/23/2021 09H,575
02/23/2021 08H,558
02/23/2021 07H,507
02/23/2021 06H,560
02/23/2021 05H,527
02/23/2021 04H,468
02/23/2021 03H,470
02/23/2021 02H,501
02/23/2021 01H,536
02/23/2021 00H,585
02/22/2021 23H,601
02/22/2021 22H,589
02/22/2021 21H,623
02/22/2021 20H,638
02/22/2021 19H,596
02/22/2021 18H,562
02/22/2021 17H,479
02/22/2021 16H,372
02/22/2021 15H,371
02/22/2021 14H,366
02/22/2021 13H,278
02/22/2021 12H,229
02/22/2021 11H,209
02/22/2021 10H,237
02/22/2021 09H,318
02/22/2021 08H,366
02/22/2021 07H,428
02/22/2021 06H,402
02/22/2021 05H,426
02/22/2021 04H,475
02/22/2021 03H,525
02/22/2021 02H,535
02/22/2021 01H,538
02/22/2021 00H,459
02/21/2021 23H,381
02/21/2021 22H,357
02/21/2021 21H,391
02/21/2021 20H,390
02/21/2021 19H,389
02/21/2021 18H,424
02/21/2021 17H,482
02/21/2021 16H,537
02/21/2021 15H,573
02/21/2021 14H,623
02/21/2021 13H,755
02/21/2021 12H,746
02/21/2021 11H,688
02/21/2021 10H,634
02/21/2021 09H,616
02/21/2021 08H,580
02/21/2021 07H,561
02/21/2021 06H,556
02/21/2021 05H,551
02/21/2021 04H,536
02/21/2021 03H,518
02/21/2021 02H,538
02/21/2021 01H,525
02/21/2021 00H,468
02/20/2021 23H,465
02/20/2021 22H,468
02/20/2021 21H,458
02/20/2021 20H,444
02/20/2021 19H,388
02/20/2021 18H,341
02/20/2021 17H,281
02/20/2021 16H,213
02/20/2021 15H,152
02/20/2021 14H,148
02/20/2021 13H,171
02/20/2021 12H,158
02/20/2021 11H,119
02/20/2021 10H,119
02/20/2021 09H,94
02/20/2021 08H,97
02/20/2021 07H,80
02/20/2021 06H,63
02/20/2021 05H,69
02/20/2021 04H,59
02/20/2021 03H,74
02/20/2021 02H,83
02/20/2021 01H,87
02/20/2021 00H,68
02/19/2021 23H,51
02/19/2021 22H,47
02/19/2021 21H,43
02/19/2021 20H,46
02/19/2021 19H,45
02/19/2021 18H,49
02/19/2021 17H,56
02/19/2021 16H,73
02/19/2021 15H,100
02/19/2021 14H,135
02/19/2021 13H,185
02/19/2021 12H,160
02/19/2021 11H,126
02/19/2021 10H,97
02/19/2021 09H,101
02/19/2021 08H,105
02/19/2021 07H,106
02/19/2021 06H,87
02/19/2021 05H,83
02/19/2021 04H,67
02/19/2021 03H,70
02/19/2021 02H,70
02/19/2021 01H,64
02/19/2021 00H,52
02/18/2021 23H,43
02/18/2021 22H,48
02/18/2021 21H,28
02/18/2021 20H,30
02/18/2021 19H,55
02/18/2021 18H,94
02/18/2021 17H,157
02/18/2021 16H,145
02/18/2021 15H,158
02/18/2021 14H,240
02/18/2021 13H,343
02/18/2021 12H,342
02/18/2021 11H,334
02/18/2021 10H,392
02/18/2021 09H,451
02/18/2021 08H,491
02/18/2021 07H,519
02/18/2021 06H,527
02/18/2021 05H,571
02/18/2021 04H,638
02/18/2021 03H,644
02/18/2021 02H,583
02/18/2021 01H,546
02/18/2021 00H,524
02/17/2021 23H,499
02/17/2021 22H,512
02/17/2021 21H,552
02/17/2021 20H,573
02/17/2021 19H,553
02/17/2021 18H,518
02/17/2021 17H,492
02/17/2021 16H,459
02/17/2021 15H,462
02/17/2021 14H,467
02/17/2021 13H,463
02/17/2021 12H,487
02/17/2021 11H,447
02/17/2021 10H,435
02/17/2021 09H,447
02/17/2021 08H,399
02/17/2021 07H,344
02/17/2021 06H,331
02/17/2021 05H,318
02/17/2021 04H,316
02/17/2021 03H,261
02/17/2021 02H,208
02/17/2021 01H,158
02/17/2021 00H,134
02/16/2021 23H,129
02/16/2021 22H,88
02/16/2021 21H,93
02/16/2021 20H,152
02/16/2021 19H,247
02/16/2021 18H,307
02/16/2021 17H,435
02/16/2021 16H,550
02/16/2021 15H,705
02/16/2021 14H,715
02/16/2021 13H,670
02/16/2021 12H,509
02/16/2021 11H,372
02/16/2021 10H,306
02/16/2021 09H,233
02/16/2021 08H,200
02/16/2021 07H,140
02/16/2021 06H,96
02/16/2021 05H,60
02/16/2021 04H,41
02/16/2021 03H,32
02/16/2021 02H,30
02/16/2021 01H,24
02/16/2021 00H,26
02/15/2021 23H,30
02/15/2021 22H,25
02/15/2021 21H,18
02/15/2021 20H,24
02/15/2021 19H,23
02/15/2021 18H,28
02/15/2021 17H,27
02/15/2021 16H,34
02/15/2021 15H,37
02/15/2021 14H,77
02/15/2021 13H,148
02/15/2021 12H,226
02/15/2021 11H,218
02/15/2021 10H,250
02/15/2021 09H,237
02/15/2021 08H,208
02/15/2021 07H,210
02/15/2021 06H,215
02/15/2021 05H,186
02/15/2021 04H,217
02/15/2021 03H,215
02/15/2021 02H,161
02/15/2021 01H,164
02/15/2021 00H,189
02/14/2021 23H,142
02/14/2021 22H,112
02/14/2021 21H,72
02/14/2021 20H,52
02/14/2021 19H,45
02/14/2021 18H,43
02/14/2021 17H,43
02/14/2021 16H,40
02/14/2021 15H,41
02/14/2021 14H,46
02/14/2021 13H,68
02/14/2021 12H,84
02/14/2021 11H,114
02/14/2021 10H,135
02/14/2021 09H,149
02/14/2021 08H,190
02/14/2021 07H,191
02/14/2021 06H,190
02/14/2021 05H,156
02/14/2021 04H,138
02/14/2021 03H,159
02/14/2021 02H,147
02/14/2021 01H,97
02/14/2021 00H,97
02/13/2021 23H,123
02/13/2021 22H,100
02/13/2021 21H,98
02/13/2021 20H,99
02/13/2021 19H,108
02/13/2021 18H,118
02/13/2021 17H,188
02/13/2021 16H,325
02/13/2021 15H,527
02/13/2021 14H,605
02/13/2021 13H,671
02/13/2021 12H,684
02/13/2021 11H,736
02/13/2021 10H,750
02/13/2021 09H,773
02/13/2021 08H,803
02/13/2021 07H,787
02/13/2021 06H,724
02/13/2021 05H,633
02/13/2021 04H,539
02/13/2021 03H,505
02/13/2021 02H,497
02/13/2021 01H,438
02/13/2021 00H,370
02/12/2021 23H,279
02/12/2021 22H,162
02/12/2021 21H,123
02/12/2021 20H,105
02/12/2021 19H,168
02/12/2021 18H,220
02/12/2021 17H,310
02/12/2021 16H,484
02/12/2021 15H,606
02/12/2021 14H,709
02/12/2021 13H,870
02/12/2021 12H,938
02/12/2021 11H,925
02/12/2021 10H,955
02/12/2021 09H,970
02/12/2021 08H,1003
02/12/2021 07H,956
02/12/2021 06H,937
02/12/2021 05H,966
02/12/2021 04H,998
02/12/2021 03H,1004
02/12/2021 02H,1042
02/12/2021 01H,1033
02/12/2021 00H,1023
02/11/2021 23H,1018
02/11/2021 22H,1032
02/11/2021 21H,1017
02/11/2021 20H,995
02/11/2021 19H,955
02/11/2021 18H,893
02/11/2021 17H,767
02/11/2021 16H,585
02/11/2021 15H,437
02/11/2021 14H,407
02/11/2021 13H,477
02/11/2021 12H,455
02/11/2021 11H,451
02/11/2021 10H,409
02/11/2021 09H,381
02/11/2021 08H,433
02/11/2021 07H,417
02/11/2021 06H,479
02/11/2021 05H,530
02/11/2021 04H,601
02/11/2021 03H,644
02/11/2021 02H,674
02/11/2021 01H,719
02/11/2021 00H,702
02/10/2021 23H,721
02/10/2021 22H,807
02/10/2021 21H,814
02/10/2021 20H,829
02/10/2021 19H,747
02/10/2021 18H,642
02/10/2021 17H,413
02/10/2021 16H,175
02/10/2021 15H,104
02/10/2021 14H,134
02/10/2021 13H,156
02/10/2021 12H,183
02/10/2021 11H,261
02/10/2021 10H,320
02/10/2021 09H,306
02/10/2021 08H,305
02/10/2021 07H,275
02/10/2021 06H,198
02/10/2021 05H,125
02/10/2021 04H,87
02/10/2021 03H,55
02/10/2021 02H,42
02/10/2021 01H,36
02/10/2021 00H,43
02/9/2021 23H,39
02/9/2021 22H,29
02/9/2021 21H,21
02/9/2021 20H,22
02/9/2021 19H,28
02/9/2021 18H,29
02/9/2021 17H,32
02/9/2021 16H,40
02/9/2021 15H,37
02/9/2021 14H,46
02/9/2021 13H,87
02/9/2021 12H,128
02/9/2021 11H,159
02/9/2021 10H,215
02/9/2021 09H,299
02/9/2021 08H,369
02/9/2021 07H,425
02/9/2021 06H,402
02/9/2021 05H,420
02/9/2021 04H,541
02/9/2021 03H,602
02/9/2021 02H,618
02/9/2021 01H,625
02/9/2021 00H,633
02/8/2021 23H,628
02/8/2021 22H,651
02/8/2021 21H,704
02/8/2021 20H,778
02/8/2021 19H,834
02/8/2021 18H,830
02/8/2021 17H,816
02/8/2021 16H,841
02/8/2021 15H,866
02/8/2021 14H,855
02/8/2021 13H,892
02/8/2021 12H,888
02/8/2021 11H,892
02/8/2021 10H,879
02/8/2021 09H,880
02/8/2021 08H,855
02/8/2021 07H,764
02/8/2021 06H,721
02/8/2021 05H,565
02/8/2021 04H,405
02/8/2021 03H,274
02/8/2021 02H,230
02/8/2021 01H,248
02/8/2021 00H,246
02/7/2021 23H,250
02/7/2021 22H,169
02/7/2021 21H,149
02/7/2021 20H,189
02/7/2021 19H,201
02/7/2021 18H,191
02/7/2021 17H,179
02/7/2021 16H,177
02/7/2021 15H,209
02/7/2021 14H,197
02/7/2021 13H,129
02/7/2021 12H,85
02/7/2021 11H,84
02/7/2021 10H,193
02/7/2021 09H,316
02/7/2021 08H,414
02/7/2021 07H,488
02/7/2021 06H,533
02/7/2021 05H,565
02/7/2021 04H,650
02/7/2021 03H,708
02/7/2021 02H,726
02/7/2021 01H,643
02/7/2021 00H,589
02/6/2021 23H,552
02/6/2021 22H,528
02/6/2021 21H,597
02/6/2021 20H,573
02/6/2021 19H,612
02/6/2021 18H,532
02/6/2021 17H,441
02/6/2021 16H,425
02/6/2021 15H,430
02/6/2021 14H,388
02/6/2021 13H,362
02/6/2021 12H,351
02/6/2021 11H,325
02/6/2021 10H,317
02/6/2021 09H,270
02/6/2021 08H,200
02/6/2021 07H,165
02/6/2021 06H,138
02/6/2021 05H,117
02/6/2021 04H,99
02/6/2021 03H,126
02/6/2021 02H,172
02/6/2021 01H,190
02/6/2021 00H,215
02/5/2021 23H,194
02/5/2021 22H,192
02/5/2021 21H,174
02/5/2021 20H,181
02/5/2021 19H,208
02/5/2021 18H,202
02/5/2021 17H,169
02/5/2021 16H,131
02/5/2021 15H,110
02/5/2021 14H,88
02/5/2021 13H,82
02/5/2021 12H,60
02/5/2021 11H,44
02/5/2021 10H,52
02/5/2021 09H,82
02/5/2021 08H,85
02/5/2021 07H,98
02/5/2021 06H,102
02/5/2021 05H,81
02/5/2021 04H,81
02/5/2021 03H,84
02/5/2021 02H,95
02/5/2021 01H,143
02/5/2021 00H,205
02/4/2021 23H,194
02/4/2021 22H,157
02/4/2021 21H,143
02/4/2021 20H,161
02/4/2021 19H,152
02/4/2021 18H,130
02/4/2021 17H,125
02/4/2021 16H,153
02/4/2021 15H,137
02/4/2021 14H,158
02/4/2021 13H,164
02/4/2021 12H,175
02/4/2021 11H,152
02/4/2021 10H,134
02/4/2021 09H,167
02/4/2021 08H,165
02/4/2021 07H,145
02/4/2021 06H,132
02/4/2021 05H,123
02/4/2021 04H,120
02/4/2021 03H,113
02/4/2021 02H,136
02/4/2021 01H,146
02/4/2021 00H,165
02/3/2021 23H,149
02/3/2021 22H,151
02/3/2021 21H,132
02/3/2021 20H,126
02/3/2021 19H,117
02/3/2021 18H,124
02/3/2021 17H,118
02/3/2021 16H,138
02/3/2021 15H,154
02/3/2021 14H,156
02/3/2021 13H,132
02/3/2021 12H,110
02/3/2021 11H,111
02/3/2021 10H,165
02/3/2021 09H,231
02/3/2021 08H,260
02/3/2021 07H,282
02/3/2021 06H,380
02/3/2021 05H,483
02/3/2021 04H,556
02/3/2021 03H,667
02/3/2021 02H,738
02/3/2021 01H,781
02/3/2021 00H,809
02/2/2021 23H,846
02/2/2021 22H,874
02/2/2021 21H,894
02/2/2021 20H,900
02/2/2021 19H,919
02/2/2021 18H,911
02/2/2021 17H,890
02/2/2021 16H,917
02/2/2021 15H,939
02/2/2021 14H,936
02/2/2021 13H,946
02/2/2021 12H,934
02/2/2021 11H,901
02/2/2021 10H,900
02/2/2021 09H,869
02/2/2021 08H,767
02/2/2021 07H,725
02/2/2021 06H,676
02/2/2021 05H,616
02/2/2021 04H,596
02/2/2021 03H,673
02/2/2021 02H,659
02/2/2021 01H,661
02/2/2021 00H,635
02/1/2021 23H,634
02/1/2021 22H,585
02/1/2021 21H,457
02/1/2021 20H,418
02/1/2021 19H,355
02/1/2021 18H,325
02/1/2021 17H,319
02/1/2021 16H,336
02/1/2021 15H,327
02/1/2021 14H,293
02/1/2021 13H,256
02/1/2021 12H,225
02/1/2021 11H,190
02/1/2021 10H,178
02/1/2021 09H,168
02/1/2021 08H,166
02/1/2021 07H,149
02/1/2021 06H,132
02/1/2021 05H,108
02/1/2021 04H,88
02/1/2021 03H,74
02/1/2021 02H,63
02/1/2021 01H,76
02/1/2021 00H,57
01/31/2021 23H,44
01/31/2021 22H,18
01/31/2021 21H,16
01/31/2021 20H,25
01/31/2021 19H,31
01/31/2021 18H,36
01/31/2021 17H,60
01/31/2021 16H,119
01/31/2021 15H,241
01/31/2021 14H,394
01/31/2021 13H,452
01/31/2021 12H,518
01/31/2021 11H,562
01/31/2021 10H,576
01/31/2021 09H,585
01/31/2021 08H,584
01/31/2021 07H,603
01/31/2021 06H,639
01/31/2021 05H,676
01/31/2021 04H,723
01/31/2021 03H,748
01/31/2021 02H,803
01/31/2021 01H,834
01/31/2021 00H,810
01/30/2021 23H,777
01/30/2021 22H,724
01/30/2021 21H,689
01/30/2021 20H,635
01/30/2021 19H,579
01/30/2021 18H,553
01/30/2021 17H,598
01/30/2021 16H,616
01/30/2021 15H,708
01/30/2021 14H,775
01/30/2021 13H,803
01/30/2021 12H,784
01/30/2021 11H,780
01/30/2021 10H,776
01/30/2021 09H,813
01/30/2021 08H,818
01/30/2021 07H,792
01/30/2021 06H,782
01/30/2021 05H,845
01/30/2021 04H,897
01/30/2021 03H,917
01/30/2021 02H,938
01/30/2021 01H,980
01/30/2021 00H,954
01/29/2021 23H,964
01/29/2021 22H,947
01/29/2021 21H,952
01/29/2021 20H,897
01/29/2021 19H,873
01/29/2021 18H,833
01/29/2021 17H,845
01/29/2021 16H,874
01/29/2021 15H,913
01/29/2021 14H,933
01/29/2021 13H,920
01/29/2021 12H,922
01/29/2021 11H,908
01/29/2021 10H,902
01/29/2021 09H,862
01/29/2021 08H,826
01/29/2021 07H,818
01/29/2021 06H,819
01/29/2021 05H,801
01/29/2021 04H,773
01/29/2021 03H,744
01/29/2021 02H,733
01/29/2021 01H,732
01/29/2021 00H,652
01/28/2021 23H,619
01/28/2021 22H,509
01/28/2021 21H,439
01/28/2021 20H,376
01/28/2021 19H,321
01/28/2021 18H,290
01/28/2021 17H,262
01/28/2021 16H,233
01/28/2021 15H,202
01/28/2021 14H,190
01/28/2021 13H,179
01/28/2021 12H,158
01/28/2021 11H,137
01/28/2021 10H,124
01/28/2021 09H,110
01/28/2021 08H,92
01/28/2021 07H,66
01/28/2021 06H,51
01/28/2021 05H,44
01/28/2021 04H,33
01/28/2021 03H,30
01/28/2021 02H,28
01/28/2021 01H,25
01/28/2021 00H,39
01/27/2021 23H,38
01/27/2021 22H,30
01/27/2021 21H,33
01/27/2021 20H,34
01/27/2021 19H,43
01/27/2021 18H,53
01/27/2021 17H,89
01/27/2021 16H,139
01/27/2021 15H,168
01/27/2021 14H,166
01/27/2021 13H,163
01/27/2021 12H,171
01/27/2021 11H,154
01/27/2021 10H,175
01/27/2021 09H,204
01/27/2021 08H,247
01/27/2021 07H,266
01/27/2021 06H,244
01/27/2021 05H,208
01/27/2021 04H,176
01/27/2021 03H,170
01/27/2021 02H,187
01/27/2021 01H,190
01/27/2021 00H,180
01/26/2021 23H,119
01/26/2021 22H,87
01/26/2021 21H,68
01/26/2021 20H,55
01/26/2021 19H,56
01/26/2021 18H,59
01/26/2021 17H,71
01/26/2021 16H,127
01/26/2021 15H,189
01/26/2021 14H,347
01/26/2021 13H,427
01/26/2021 12H,465
01/26/2021 11H,496
01/26/2021 10H,545
01/26/2021 09H,567
01/26/2021 08H,575
01/26/2021 07H,597
01/26/2021 06H,614
01/26/2021 05H,647
01/26/2021 04H,599
01/26/2021 03H,560
01/26/2021 02H,631
01/26/2021 01H,663
01/26/2021 00H,706
01/25/2021 23H,715
01/25/2021 22H,716
01/25/2021 21H,708
01/25/2021 20H,739
01/25/2021 19H,684
01/25/2021 18H,607
01/25/2021 17H,631
