Net generation from wind for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.WND.H
19:16:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.WND.H megawatthours
07/11/2019 18H,289
07/11/2019 17H,259
07/11/2019 16H,223
07/11/2019 15H,162
07/11/2019 14H,144
07/11/2019 13H,155
07/11/2019 12H,179
07/11/2019 11H,185
07/11/2019 10H,166
07/11/2019 09H,142
07/11/2019 08H,121
07/11/2019 07H,102
07/11/2019 06H,77
07/11/2019 05H,56
07/11/2019 04H,42
07/11/2019 03H,53
07/11/2019 02H,52
07/11/2019 01H,42
07/11/2019 00H,46
07/10/2019 23H,34
07/10/2019 22H,30
07/10/2019 21H,44
07/10/2019 20H,57
07/10/2019 19H,66
07/10/2019 18H,71
07/10/2019 17H,71
07/10/2019 16H,46
07/10/2019 15H,42
07/10/2019 14H,30
07/10/2019 13H,49
07/10/2019 12H,108
07/10/2019 11H,131
07/10/2019 10H,114
07/10/2019 09H,98
07/10/2019 08H,119
07/10/2019 07H,133
07/10/2019 06H,166
07/10/2019 05H,252
07/10/2019 04H,323
07/10/2019 03H,360
07/10/2019 02H,326
07/10/2019 01H,317
07/10/2019 00H,357
07/9/2019 23H,426
07/9/2019 22H,511
07/9/2019 21H,501
07/9/2019 20H,478
07/9/2019 19H,502
07/9/2019 18H,505
07/9/2019 17H,487
07/9/2019 16H,395
07/9/2019 15H,304
07/9/2019 14H,192
07/9/2019 13H,189
07/9/2019 12H,305
07/9/2019 11H,446
07/9/2019 10H,561
07/9/2019 09H,554
07/9/2019 08H,477
07/9/2019 07H,504
07/9/2019 06H,557
07/9/2019 05H,532
07/9/2019 04H,503
07/9/2019 03H,466
07/9/2019 02H,488
07/9/2019 01H,497
07/9/2019 00H,363
07/8/2019 23H,345
07/8/2019 22H,336
07/8/2019 21H,270
07/8/2019 20H,198
07/8/2019 19H,143
07/8/2019 18H,105
07/8/2019 17H,74
07/8/2019 16H,43
07/8/2019 15H,18
07/8/2019 14H,6
07/8/2019 13H,19
07/8/2019 12H,66
07/8/2019 11H,93
07/8/2019 10H,101
07/8/2019 09H,113
07/8/2019 08H,127
07/8/2019 07H,144
07/8/2019 06H,157
07/8/2019 05H,162
07/8/2019 04H,216
07/8/2019 03H,278
07/8/2019 02H,345
07/8/2019 01H,378
07/8/2019 00H,324
07/7/2019 23H,320
07/7/2019 22H,287
07/7/2019 21H,252
07/7/2019 20H,250
07/7/2019 19H,251
07/7/2019 18H,236
07/7/2019 17H,218
07/7/2019 16H,202
07/7/2019 15H,193
07/7/2019 14H,213
07/7/2019 13H,233
07/7/2019 12H,238
07/7/2019 11H,279
07/7/2019 10H,346
07/7/2019 09H,393
07/7/2019 08H,431
07/7/2019 07H,499
07/7/2019 06H,562
07/7/2019 05H,548
07/7/2019 04H,518
07/7/2019 03H,516
07/7/2019 02H,372
07/7/2019 01H,263
07/7/2019 00H,233
07/6/2019 23H,251
07/6/2019 22H,338
07/6/2019 21H,441
07/6/2019 20H,530
07/6/2019 19H,446
07/6/2019 18H,335
07/6/2019 17H,259
07/6/2019 16H,236
07/6/2019 15H,223
07/6/2019 14H,233
07/6/2019 13H,224
07/6/2019 12H,267
07/6/2019 11H,337
07/6/2019 10H,342
07/6/2019 09H,358
07/6/2019 08H,345
07/6/2019 07H,411
07/6/2019 06H,412
07/6/2019 05H,461
07/6/2019 04H,426
07/6/2019 03H,394
07/6/2019 02H,395
07/6/2019 01H,317
07/6/2019 00H,252
07/5/2019 23H,274
07/5/2019 22H,250
07/5/2019 21H,258
07/5/2019 20H,220
07/5/2019 19H,196
07/5/2019 18H,153
07/5/2019 17H,112
07/5/2019 16H,62
07/5/2019 15H,37
07/5/2019 14H,47
07/5/2019 13H,78
07/5/2019 12H,139
07/5/2019 11H,180
07/5/2019 10H,192
07/5/2019 09H,212
07/5/2019 08H,233
07/5/2019 07H,262
07/5/2019 06H,307
07/5/2019 05H,291
07/5/2019 04H,240
07/5/2019 03H,217
07/5/2019 02H,179
07/5/2019 01H,142
07/5/2019 00H,97
07/4/2019 23H,40
07/4/2019 22H,34
07/4/2019 21H,44
07/4/2019 20H,42
07/4/2019 19H,41
07/4/2019 18H,46
07/4/2019 17H,59
07/4/2019 16H,37
07/4/2019 15H,19
07/4/2019 14H,24
07/4/2019 13H,66
07/4/2019 12H,119
07/4/2019 11H,146
07/4/2019 10H,142
07/4/2019 09H,130
07/4/2019 08H,120
07/4/2019 07H,93
07/4/2019 06H,60
07/4/2019 05H,46
07/4/2019 04H,61
07/4/2019 03H,113
07/4/2019 02H,122
07/4/2019 01H,122
07/4/2019 00H,141
07/3/2019 23H,147
07/3/2019 22H,175
07/3/2019 21H,183
07/3/2019 20H,151
07/3/2019 19H,147
07/3/2019 18H,145
07/3/2019 17H,154
07/3/2019 16H,115
07/3/2019 15H,45
07/3/2019 14H,26
07/3/2019 13H,22
07/3/2019 12H,46
07/3/2019 11H,71
07/3/2019 10H,70
07/3/2019 09H,75
07/3/2019 08H,81
07/3/2019 07H,80
07/3/2019 06H,75
07/3/2019 05H,80
07/3/2019 04H,74
07/3/2019 03H,111
07/3/2019 02H,162
07/3/2019 01H,184
07/3/2019 00H,243
07/2/2019 23H,324
07/2/2019 22H,361
07/2/2019 21H,390
07/2/2019 20H,418
07/2/2019 19H,399
07/2/2019 18H,349
07/2/2019 17H,249
07/2/2019 16H,172
07/2/2019 15H,133
07/2/2019 14H,124
07/2/2019 13H,185
07/2/2019 12H,235
07/2/2019 11H,260
07/2/2019 10H,283
07/2/2019 09H,261
07/2/2019 08H,265
07/2/2019 07H,217
07/2/2019 06H,228
07/2/2019 05H,252
07/2/2019 04H,306
07/2/2019 03H,259
07/2/2019 02H,242
07/2/2019 01H,206
07/2/2019 00H,168
07/1/2019 23H,204
07/1/2019 22H,256
07/1/2019 21H,295
07/1/2019 20H,313
07/1/2019 19H,315
07/1/2019 18H,316
07/1/2019 17H,342
07/1/2019 16H,356
07/1/2019 15H,328
07/1/2019 14H,335
07/1/2019 13H,355
07/1/2019 12H,413
07/1/2019 11H,530
07/1/2019 10H,597
07/1/2019 09H,568
07/1/2019 08H,531
07/1/2019 07H,482
07/1/2019 06H,467
07/1/2019 05H,531
07/1/2019 04H,536
07/1/2019 03H,503
07/1/2019 02H,448
07/1/2019 01H,436
07/1/2019 00H,384
06/30/2019 23H,306
06/30/2019 22H,281
06/30/2019 21H,317
06/30/2019 20H,348
06/30/2019 19H,393
06/30/2019 18H,398
06/30/2019 17H,279
06/30/2019 16H,240
06/30/2019 15H,231
06/30/2019 14H,221
06/30/2019 13H,277
06/30/2019 12H,288
06/30/2019 11H,333
06/30/2019 10H,323
06/30/2019 09H,236
06/30/2019 08H,203
06/30/2019 07H,139
06/30/2019 06H,95
06/30/2019 05H,125
06/30/2019 04H,120
06/30/2019 03H,175
06/30/2019 02H,160
06/30/2019 01H,223
06/30/2019 00H,186
06/29/2019 23H,94
06/29/2019 22H,93
06/29/2019 21H,95
06/29/2019 20H,99
06/29/2019 19H,116
06/29/2019 18H,126
06/29/2019 17H,106
06/29/2019 16H,108
06/29/2019 15H,81
06/29/2019 14H,82
06/29/2019 13H,162
06/29/2019 12H,231
06/29/2019 11H,303
06/29/2019 10H,304
06/29/2019 09H,317
06/29/2019 08H,353
06/29/2019 07H,378
06/29/2019 06H,345
06/29/2019 05H,271
06/29/2019 04H,213
06/29/2019 03H,219
06/29/2019 02H,214
06/29/2019 01H,162
06/29/2019 00H,150
06/28/2019 23H,115
06/28/2019 22H,133
06/28/2019 21H,176
06/28/2019 20H,159
06/28/2019 19H,174
06/28/2019 18H,168
06/28/2019 17H,133
06/28/2019 16H,87
06/28/2019 15H,53
06/28/2019 14H,58
06/28/2019 13H,107
06/28/2019 12H,187
06/28/2019 11H,246
06/28/2019 10H,256
06/28/2019 09H,259
06/28/2019 08H,231
06/28/2019 07H,178
06/28/2019 06H,155
06/28/2019 05H,152
06/28/2019 04H,233
06/28/2019 03H,223
06/28/2019 02H,196
06/28/2019 01H,171
06/28/2019 00H,170
06/27/2019 23H,127
06/27/2019 22H,85
06/27/2019 21H,93
06/27/2019 20H,107
06/27/2019 19H,104
06/27/2019 18H,68
06/27/2019 17H,50
06/27/2019 16H,39
06/27/2019 15H,32
06/27/2019 14H,33
06/27/2019 13H,50
06/27/2019 12H,72
06/27/2019 11H,81
06/27/2019 10H,119
06/27/2019 09H,145
06/27/2019 08H,123
06/27/2019 07H,107
06/27/2019 06H,84
06/27/2019 05H,91
06/27/2019 04H,104
06/27/2019 03H,125
06/27/2019 02H,138
06/27/2019 01H,162
06/27/2019 00H,152
06/26/2019 23H,138
06/26/2019 22H,181
06/26/2019 21H,180
06/26/2019 20H,196
06/26/2019 19H,156
06/26/2019 18H,157
06/26/2019 17H,159
06/26/2019 16H,148
06/26/2019 15H,157
06/26/2019 14H,145
06/26/2019 13H,116
06/26/2019 12H,112
06/26/2019 11H,147
06/26/2019 10H,173
06/26/2019 09H,185
06/26/2019 08H,241
06/26/2019 07H,247
06/26/2019 06H,270
06/26/2019 05H,275
06/26/2019 04H,224
06/26/2019 03H,242
06/26/2019 02H,239
06/26/2019 01H,191
06/26/2019 00H,253
06/25/2019 23H,265
06/25/2019 22H,302
06/25/2019 21H,349
06/25/2019 20H,360
06/25/2019 19H,346
06/25/2019 18H,322
06/25/2019 17H,282
06/25/2019 16H,226
06/25/2019 15H,184
06/25/2019 14H,154
06/25/2019 13H,135
06/25/2019 12H,152
06/25/2019 11H,174
06/25/2019 10H,214
06/25/2019 09H,194
06/25/2019 08H,158
06/25/2019 07H,135
06/25/2019 06H,121
06/25/2019 05H,128
06/25/2019 04H,142
06/25/2019 03H,175
06/25/2019 02H,166
06/25/2019 01H,129
06/25/2019 00H,106
06/24/2019 23H,105
06/24/2019 22H,128
06/24/2019 21H,138
06/24/2019 20H,135
06/24/2019 19H,139
06/24/2019 18H,151
06/24/2019 17H,186
06/24/2019 16H,205
06/24/2019 15H,216
06/24/2019 14H,170
06/24/2019 13H,146
06/24/2019 12H,170
06/24/2019 11H,230
06/24/2019 10H,222
06/24/2019 09H,174
06/24/2019 08H,174
06/24/2019 07H,236
06/24/2019 06H,372
06/24/2019 05H,511
06/24/2019 04H,595
06/24/2019 03H,614
06/24/2019 02H,717
06/24/2019 01H,738
06/24/2019 00H,812
06/23/2019 23H,919
06/23/2019 22H,945
06/23/2019 21H,925
06/23/2019 20H,955
06/23/2019 19H,924
06/23/2019 18H,971
06/23/2019 17H,962
06/23/2019 16H,930
06/23/2019 15H,782
06/23/2019 14H,621
06/23/2019 13H,570
06/23/2019 12H,567
06/23/2019 11H,494
06/23/2019 10H,575
06/23/2019 09H,683
06/23/2019 08H,650
06/23/2019 07H,604
06/23/2019 06H,671
06/23/2019 05H,610
06/23/2019 04H,673
06/23/2019 03H,778
06/23/2019 02H,824
06/23/2019 01H,710
06/23/2019 00H,597
06/22/2019 23H,675
06/22/2019 22H,760
06/22/2019 21H,805
06/22/2019 20H,870
06/22/2019 19H,780
06/22/2019 18H,779
06/22/2019 17H,698
06/22/2019 16H,643
06/22/2019 15H,521
06/22/2019 14H,423
06/22/2019 13H,380
06/22/2019 12H,439
06/22/2019 11H,524
06/22/2019 10H,454
06/22/2019 09H,454
06/22/2019 08H,539
06/22/2019 07H,528
06/22/2019 06H,540
06/22/2019 05H,589
06/22/2019 04H,745
06/22/2019 03H,755
06/22/2019 02H,716
06/22/2019 01H,654
06/22/2019 00H,586
06/21/2019 23H,624
06/21/2019 22H,649
06/21/2019 21H,686
06/21/2019 20H,662
06/21/2019 19H,642
06/21/2019 18H,626
06/21/2019 17H,636
06/21/2019 16H,552
06/21/2019 15H,477
06/21/2019 14H,457
06/21/2019 13H,376
06/21/2019 12H,391
06/21/2019 11H,344
06/21/2019 10H,255
06/21/2019 09H,196
06/21/2019 08H,184
06/21/2019 07H,180
06/21/2019 06H,161
06/21/2019 05H,140
06/21/2019 04H,149
06/21/2019 03H,197
06/21/2019 02H,269
06/21/2019 01H,296
06/21/2019 00H,282
06/20/2019 23H,308
06/20/2019 22H,283
06/20/2019 21H,289
06/20/2019 20H,229
06/20/2019 19H,216
06/20/2019 18H,181
06/20/2019 17H,139
06/20/2019 16H,117
06/20/2019 15H,93
06/20/2019 14H,57
06/20/2019 13H,63
06/20/2019 12H,69
06/20/2019 11H,77
06/20/2019 10H,89
06/20/2019 09H,69
06/20/2019 08H,75
06/20/2019 07H,94
06/20/2019 06H,125
06/20/2019 05H,166
06/20/2019 04H,200
06/20/2019 03H,236
06/20/2019 02H,266
06/20/2019 01H,248
06/20/2019 00H,221
06/19/2019 23H,204
06/19/2019 22H,174
06/19/2019 21H,168
06/19/2019 20H,125
06/19/2019 19H,99
06/19/2019 18H,54
06/19/2019 17H,30
06/19/2019 16H,14
06/19/2019 15H,8
06/19/2019 14H,9
06/19/2019 13H,6
06/19/2019 12H,15
06/19/2019 11H,39
06/19/2019 10H,47
06/19/2019 09H,65
06/19/2019 08H,82
06/19/2019 07H,108
06/19/2019 06H,119
06/19/2019 05H,146
06/19/2019 04H,196
06/19/2019 03H,205
06/19/2019 02H,160
06/19/2019 01H,112
06/19/2019 00H,79
06/18/2019 23H,65
06/18/2019 22H,63
06/18/2019 21H,71
06/18/2019 20H,85
06/18/2019 19H,56
06/18/2019 18H,32
06/18/2019 17H,18
06/18/2019 16H,17
06/18/2019 15H,9
06/18/2019 14H,9
06/18/2019 13H,18
06/18/2019 12H,29
06/18/2019 11H,36
06/18/2019 10H,46
06/18/2019 09H,48
06/18/2019 08H,69
06/18/2019 07H,82
06/18/2019 06H,95
06/18/2019 05H,153
06/18/2019 04H,133
06/18/2019 03H,132
06/18/2019 02H,135
06/18/2019 01H,143
06/18/2019 00H,150
06/17/2019 23H,176
06/17/2019 22H,220
06/17/2019 21H,228
06/17/2019 20H,230
06/17/2019 19H,246
06/17/2019 18H,282
06/17/2019 17H,291
06/17/2019 16H,284
06/17/2019 15H,334
06/17/2019 14H,317
06/17/2019 13H,182
06/17/2019 12H,185
06/17/2019 11H,236
06/17/2019 10H,383
06/17/2019 09H,441
06/17/2019 08H,370
06/17/2019 07H,293
06/17/2019 06H,228
06/17/2019 05H,184
06/17/2019 04H,153
06/17/2019 03H,145
06/17/2019 02H,109
06/17/2019 01H,95
06/17/2019 00H,106
06/16/2019 23H,110
06/16/2019 22H,125
06/16/2019 21H,120
06/16/2019 20H,110
06/16/2019 19H,121
06/16/2019 18H,134
06/16/2019 17H,156
06/16/2019 16H,174
06/16/2019 15H,196
06/16/2019 14H,220
06/16/2019 13H,221
06/16/2019 12H,229
06/16/2019 11H,292
06/16/2019 10H,383
06/16/2019 09H,468
06/16/2019 08H,489
06/16/2019 07H,608
06/16/2019 06H,702
06/16/2019 05H,759
06/16/2019 04H,700
06/16/2019 03H,643
06/16/2019 02H,667
06/16/2019 01H,733
06/16/2019 00H,639
06/15/2019 23H,660
06/15/2019 22H,626
06/15/2019 21H,570
06/15/2019 20H,523
06/15/2019 19H,461
06/15/2019 18H,459
06/15/2019 17H,388
06/15/2019 16H,306
06/15/2019 15H,247
06/15/2019 14H,261
06/15/2019 13H,267
06/15/2019 12H,304
06/15/2019 11H,435
06/15/2019 10H,527
06/15/2019 09H,570
06/15/2019 08H,654
06/15/2019 07H,566
06/15/2019 06H,582
06/15/2019 05H,509
06/15/2019 04H,504
06/15/2019 03H,486
06/15/2019 02H,486
06/15/2019 01H,491
06/15/2019 00H,460
06/14/2019 23H,480
06/14/2019 22H,532
06/14/2019 21H,481
06/14/2019 20H,456
06/14/2019 19H,422
06/14/2019 18H,378
06/14/2019 17H,290
06/14/2019 16H,262
06/14/2019 15H,219
06/14/2019 14H,204
06/14/2019 13H,206
06/14/2019 12H,184
06/14/2019 11H,186
06/14/2019 10H,159
06/14/2019 09H,147
06/14/2019 08H,183
06/14/2019 07H,205
06/14/2019 06H,230
06/14/2019 05H,178
06/14/2019 04H,145
06/14/2019 03H,370
06/14/2019 02H,572
06/14/2019 01H,653
06/14/2019 00H,724
06/13/2019 23H,743
06/13/2019 22H,705
06/13/2019 21H,686
06/13/2019 20H,596
06/13/2019 19H,560
06/13/2019 18H,576
06/13/2019 17H,587
06/13/2019 16H,564
06/13/2019 15H,502
06/13/2019 14H,323
06/13/2019 13H,274
06/13/2019 12H,304
06/13/2019 11H,290
06/13/2019 10H,241
06/13/2019 09H,198
06/13/2019 08H,207
06/13/2019 07H,223
06/13/2019 06H,242
06/13/2019 05H,301
06/13/2019 04H,375
06/13/2019 03H,436
06/13/2019 02H,392
06/13/2019 01H,279
06/13/2019 00H,177
06/12/2019 23H,213
06/12/2019 22H,220
06/12/2019 21H,257
06/12/2019 20H,254
06/12/2019 19H,224
06/12/2019 18H,211
06/12/2019 17H,272
06/12/2019 16H,315
06/12/2019 15H,319
06/12/2019 14H,394
06/12/2019 13H,449
06/12/2019 12H,524
06/12/2019 11H,706
06/12/2019 10H,648
06/12/2019 09H,638
06/12/2019 08H,626
06/12/2019 07H,718
06/12/2019 06H,758
06/12/2019 05H,867
06/12/2019 04H,853
06/12/2019 03H,926
06/12/2019 02H,1011
06/12/2019 01H,1049
06/12/2019 00H,1031
06/11/2019 23H,910
06/11/2019 22H,744
06/11/2019 21H,716
06/11/2019 20H,740
06/11/2019 19H,716
06/11/2019 18H,698
06/11/2019 17H,609
06/11/2019 16H,529
06/11/2019 15H,538
06/11/2019 14H,499
06/11/2019 13H,472
06/11/2019 12H,494
06/11/2019 11H,535
06/11/2019 10H,568
06/11/2019 09H,530
06/11/2019 08H,568
06/11/2019 07H,597
06/11/2019 06H,569
06/11/2019 05H,580
06/11/2019 04H,599
06/11/2019 03H,601
06/11/2019 02H,606
06/11/2019 01H,569
06/11/2019 00H,534
06/10/2019 23H,506
06/10/2019 22H,428
06/10/2019 21H,363
06/10/2019 20H,319
06/10/2019 19H,273
06/10/2019 18H,246
06/10/2019 17H,179
06/10/2019 16H,130
06/10/2019 15H,114
06/10/2019 14H,102
06/10/2019 13H,101
06/10/2019 12H,139
06/10/2019 11H,162
06/10/2019 10H,200
06/10/2019 09H,240
06/10/2019 08H,284
06/10/2019 07H,317
06/10/2019 06H,322
06/10/2019 05H,310
06/10/2019 04H,319
06/10/2019 03H,313
06/10/2019 02H,300
06/10/2019 01H,227
06/10/2019 00H,137
06/9/2019 23H,101
06/9/2019 22H,83
06/9/2019 21H,77
06/9/2019 20H,65
06/9/2019 19H,68
06/9/2019 18H,64
06/9/2019 17H,38
06/9/2019 16H,25
06/9/2019 15H,15
06/9/2019 14H,18
06/9/2019 13H,24
06/9/2019 12H,30
06/9/2019 11H,36
06/9/2019 10H,34
06/9/2019 09H,34
06/9/2019 08H,43
06/9/2019 07H,41
06/9/2019 06H,65
06/9/2019 05H,67
06/9/2019 04H,95
06/9/2019 03H,93
06/9/2019 02H,100
06/9/2019 01H,90
06/9/2019 00H,113
06/8/2019 23H,196
06/8/2019 22H,241
06/8/2019 21H,264
06/8/2019 20H,282
06/8/2019 19H,309
06/8/2019 18H,353
06/8/2019 17H,353
06/8/2019 16H,395
06/8/2019 15H,419
06/8/2019 14H,311
06/8/2019 13H,212
06/8/2019 12H,196
06/8/2019 11H,291
06/8/2019 10H,369
06/8/2019 09H,350
06/8/2019 08H,307
06/8/2019 07H,335
06/8/2019 06H,359
06/8/2019 05H,338
06/8/2019 04H,312
06/8/2019 03H,396
06/8/2019 02H,448
06/8/2019 01H,479
06/8/2019 00H,302
06/7/2019 23H,367
06/7/2019 22H,341
06/7/2019 21H,278
06/7/2019 20H,229
06/7/2019 19H,174
06/7/2019 18H,109
06/7/2019 17H,90
06/7/2019 16H,59
06/7/2019 15H,24
06/7/2019 14H,17
06/7/2019 13H,50
06/7/2019 12H,70
06/7/2019 11H,99
06/7/2019 10H,148
06/7/2019 09H,149
06/7/2019 08H,143
06/7/2019 07H,216
06/7/2019 06H,310
06/7/2019 05H,372
06/7/2019 04H,458
06/7/2019 03H,474
06/7/2019 02H,445
06/7/2019 01H,285
06/7/2019 00H,233
06/6/2019 23H,248
06/6/2019 22H,219
06/6/2019 21H,162
06/6/2019 20H,132
06/6/2019 19H,147
06/6/2019 18H,148
06/6/2019 17H,142
06/6/2019 16H,121
06/6/2019 15H,141
06/6/2019 14H,155
06/6/2019 13H,164
06/6/2019 12H,171
06/6/2019 11H,174
06/6/2019 10H,158
06/6/2019 09H,128
06/6/2019 08H,130
06/6/2019 07H,150
06/6/2019 06H,148
06/6/2019 05H,141
06/6/2019 04H,152
06/6/2019 03H,135
06/6/2019 02H,143
06/6/2019 01H,147
06/6/2019 00H,168
06/5/2019 23H,193
06/5/2019 22H,147
06/5/2019 21H,128
06/5/2019 20H,131
06/5/2019 19H,127
06/5/2019 18H,120
06/5/2019 17H,124
06/5/2019 16H,157
06/5/2019 15H,191
06/5/2019 14H,207
06/5/2019 13H,213
06/5/2019 12H,219
06/5/2019 11H,264
06/5/2019 10H,270
06/5/2019 09H,284
06/5/2019 08H,345
06/5/2019 07H,344
06/5/2019 06H,313
06/5/2019 05H,329
06/5/2019 04H,292
06/5/2019 03H,247
06/5/2019 02H,220
06/5/2019 01H,267
06/5/2019 00H,326
06/4/2019 23H,488
06/4/2019 22H,600
06/4/2019 21H,571
06/4/2019 20H,608
06/4/2019 19H,553
06/4/2019 18H,514
06/4/2019 17H,534
06/4/2019 16H,551
06/4/2019 15H,515
06/4/2019 14H,478
06/4/2019 13H,465
06/4/2019 12H,421
06/4/2019 11H,401
06/4/2019 10H,536
06/4/2019 09H,573
06/4/2019 08H,566
06/4/2019 07H,574
06/4/2019 06H,596
06/4/2019 05H,635
06/4/2019 04H,704
06/4/2019 03H,729
06/4/2019 02H,750
06/4/2019 01H,764
06/4/2019 00H,762
06/3/2019 23H,863
06/3/2019 22H,912
06/3/2019 21H,734
06/3/2019 20H,665
06/3/2019 19H,530
06/3/2019 18H,365
06/3/2019 17H,233
06/3/2019 16H,180
06/3/2019 15H,150
06/3/2019 14H,160
06/3/2019 13H,197
06/3/2019 12H,219
06/3/2019 11H,278
06/3/2019 10H,283
06/3/2019 09H,329
06/3/2019 08H,395
06/3/2019 07H,432
06/3/2019 06H,389
06/3/2019 05H,405
06/3/2019 04H,383
06/3/2019 03H,331
06/3/2019 02H,306
06/3/2019 01H,260
06/3/2019 00H,206
06/2/2019 23H,179
06/2/2019 22H,151
06/2/2019 21H,149
06/2/2019 20H,194
06/2/2019 19H,186
06/2/2019 18H,191
06/2/2019 17H,193
06/2/2019 16H,201
06/2/2019 15H,184
06/2/2019 14H,181
06/2/2019 13H,160
06/2/2019 12H,180
06/2/2019 11H,218
06/2/2019 10H,198
06/2/2019 09H,185
06/2/2019 08H,187
06/2/2019 07H,197
06/2/2019 06H,227
06/2/2019 05H,213
06/2/2019 04H,193
06/2/2019 03H,195
06/2/2019 02H,213
06/2/2019 01H,186
06/2/2019 00H,152
06/1/2019 23H,98
06/1/2019 22H,63
06/1/2019 21H,47
06/1/2019 20H,37
06/1/2019 19H,32
06/1/2019 18H,26
06/1/2019 17H,18
06/1/2019 16H,20
06/1/2019 15H,23
06/1/2019 14H,17
06/1/2019 13H,10
06/1/2019 12H,18
06/1/2019 11H,37
06/1/2019 10H,39
06/1/2019 09H,41
06/1/2019 08H,60
06/1/2019 07H,64
06/1/2019 06H,87
06/1/2019 05H,119
06/1/2019 04H,173
06/1/2019 03H,233
06/1/2019 02H,241
06/1/2019 01H,216
06/1/2019 00H,139
05/31/2019 23H,169
05/31/2019 22H,212
05/31/2019 21H,255
05/31/2019 20H,291
05/31/2019 19H,287
05/31/2019 18H,238
05/31/2019 17H,231
05/31/2019 16H,307
05/31/2019 15H,326
05/31/2019 14H,304
05/31/2019 13H,316
05/31/2019 12H,325
05/31/2019 11H,353
05/31/2019 10H,417
05/31/2019 09H,367
05/31/2019 08H,340
05/31/2019 07H,355
05/31/2019 06H,374
05/31/2019 05H,412
05/31/2019 04H,413
05/31/2019 03H,490
05/31/2019 02H,511
05/31/2019 01H,503
05/31/2019 00H,433
05/30/2019 23H,375
05/30/2019 22H,350
05/30/2019 21H,287
05/30/2019 20H,247
05/30/2019 19H,199
05/30/2019 18H,173
05/30/2019 17H,161
05/30/2019 16H,108
05/30/2019 15H,73
05/30/2019 14H,52
05/30/2019 13H,61
05/30/2019 12H,90
05/30/2019 11H,132
05/30/2019 10H,180
05/30/2019 09H,202
05/30/2019 08H,193
05/30/2019 07H,167
05/30/2019 06H,134
05/30/2019 05H,127
05/30/2019 04H,128
05/30/2019 03H,103
05/30/2019 02H,101
05/30/2019 01H,73
05/30/2019 00H,73
05/29/2019 23H,45
05/29/2019 22H,25
05/29/2019 21H,17
05/29/2019 20H,11
05/29/2019 19H,7
05/29/2019 18H,6
05/29/2019 17H,8
05/29/2019 16H,13
05/29/2019 15H,15
05/29/2019 14H,22
05/29/2019 13H,32
05/29/2019 12H,54
05/29/2019 11H,66
05/29/2019 10H,61
05/29/2019 09H,60
05/29/2019 08H,46
05/29/2019 07H,44
05/29/2019 06H,75
05/29/2019 05H,108
05/29/2019 04H,96
05/29/2019 03H,162
05/29/2019 02H,221
05/29/2019 01H,281
05/29/2019 00H,349
05/28/2019 23H,402
05/28/2019 22H,417
05/28/2019 21H,421
05/28/2019 20H,376
05/28/2019 19H,344
05/28/2019 18H,275
05/28/2019 17H,206
05/28/2019 16H,172
05/28/2019 15H,163
05/28/2019 14H,138
05/28/2019 13H,120
05/28/2019 12H,81
05/28/2019 11H,53
05/28/2019 10H,41
05/28/2019 09H,42
05/28/2019 08H,71
05/28/2019 07H,114
05/28/2019 06H,190
05/28/2019 05H,275
05/28/2019 04H,347
05/28/2019 03H,373
05/28/2019 02H,432
05/28/2019 01H,478
05/28/2019 00H,524
05/27/2019 23H,578
05/27/2019 22H,584
05/27/2019 21H,567
05/27/2019 20H,486
05/27/2019 19H,398
05/27/2019 18H,422
05/27/2019 17H,362
05/27/2019 16H,247
05/27/2019 15H,145
05/27/2019 14H,166
05/27/2019 13H,224
05/27/2019 12H,271
05/27/2019 11H,293
05/27/2019 10H,275
05/27/2019 09H,255
05/27/2019 08H,337
05/27/2019 07H,365
05/27/2019 06H,369
05/27/2019 05H,369
05/27/2019 04H,289
05/27/2019 03H,266
05/27/2019 02H,276
05/27/2019 01H,266
05/27/2019 00H,289
05/26/2019 23H,352
05/26/2019 22H,435
05/26/2019 21H,486
05/26/2019 20H,435
05/26/2019 19H,338
05/26/2019 18H,331
05/26/2019 17H,356
05/26/2019 16H,290
05/26/2019 15H,289
05/26/2019 14H,218
05/26/2019 13H,310
05/26/2019 12H,371
05/26/2019 11H,433
05/26/2019 10H,517
05/26/2019 09H,507
05/26/2019 08H,459
05/26/2019 07H,544
05/26/2019 06H,559
05/26/2019 05H,584
05/26/2019 04H,594
05/26/2019 03H,594
05/26/2019 02H,573
05/26/2019 01H,568
05/26/2019 00H,448
05/25/2019 23H,398
05/25/2019 22H,315
05/25/2019 21H,236
05/25/2019 20H,156
05/25/2019 19H,107
05/25/2019 18H,64
05/25/2019 17H,57
05/25/2019 16H,30
05/25/2019 15H,25
05/25/2019 14H,18
05/25/2019 13H,46
05/25/2019 12H,156
05/25/2019 11H,283
05/25/2019 10H,370
05/25/2019 09H,382
05/25/2019 08H,353
05/25/2019 07H,315
05/25/2019 06H,288
05/25/2019 05H,315
05/25/2019 04H,250
05/25/2019 03H,231
05/25/2019 02H,215
05/25/2019 01H,181
05/25/2019 00H,129
05/24/2019 23H,171
05/24/2019 22H,272
05/24/2019 21H,389
05/24/2019 20H,510
05/24/2019 19H,624
05/24/2019 18H,672
05/24/2019 17H,659
